Name,Platform,Sources,Scores
Tom Clancy's Ghost Recon," PlayStation 2, GameCube, PC","Gamer.tv,GamerWeb Sony,GameReviewer,Play Magazine,Gamer's Pulse,Gamers' Temple,Cheat Code Central,Official U.S. Playstation Magazine,Gamestyle,GameZone,Gaming Maxx,TotalGames.net,GameSpy,PSX Nation,GamePro,GameSpot,PSM Magazine,IGN,Nintendojo,Play Magazine,Game Informer,Nintendo Power,TotalGames.net,Nintendophiles,GameZone,Gamers' Temple,Gaming Age,GameSpot,NintendoWorldReport,GameSpy,Gamezilla!,IGN,Cheat Code Central,Gamezilla!,IGN,PC Gamer,Electric Playground,Game Informer,Cincinnati Enquirer,TotalGames.net,ActionTrip,Games Radar,GamePro,Total Video Games,GameZone,GameSpy,GameSpot,Computer Games Magazine,Yahoo!,Computer Gaming World,CPUGamer,FHM","86,85,82,80,78,77,70,70,70,68,65,65,61,60,60,55,50,40,86,80,78,70,65,65,64,62,58,55,55,52,50,45,40,96,93,93,91,90,90,84,84,82,80,80,80,76,73,70,70,70,70,40"
Empire Earth: The Art of Conquest, PC,"GameZone,GameSpy,All Game Guide,IGN,Game Over Online,Gamers' Temple,Armchair Empire,GameSpot,ActionTrip,PC Gamer,Gamer's Pulse,Computer Gaming World,G4 TV","91,88,80,78,78,74,68,52,51,51,40,40,40"
Afrika, PlayStation 3,,
Jon Shafer's At the Gates, PC,,
Pang Adventures, PlayStation 4,,
TT Isle of Man: Ride On The Edge 2, Switch,,
Murderous Pursuits, PC,,
MISSING: An Interactive Thriller - Episode One, PC,,
James Bond 007: Blood Stone," PC, Xbox 360",",Game Chronicles,Totally360,The Escapist,Videogameszone.de,Da Gameboyz,Console Monster,Planet Xbox 360,GamingExcellence,GameWatcher,ZTGD,GameSpot,Game Informer,Cheat Code Central,Vandal,MondoXbox,XGN,Extreme Gamer,Gamer's Hell,AtomicGamer,Everyeye.it,Telegraph,Meristation,SpazioGames,Computer and Video Games,3DJuegos,1UP,MS Xbox World,Games Master UK,Digital Chumps,Xbox World Australia,GameTrailers,AceGamez,Impulsegamer,Gamer.nl,DarkStation,Xbox World 360 Magazine UK,X-ONE Magazine UK,Gaming Target,Official Xbox Magazine UK,Worth Playing,Official Xbox Magazine,Eurogamer Spain,Gameblog.fr,Eurogamer Italy,GamePro,GamesRadar+,Giant Bomb,Gaming Nexus,Play.tm,GameZone,Destructoid,BigPond GameArena,Edge Magazine,Level7.nu,GameShark,VideoGamer,Metro GameCentral,Gamervision,Gamereactor Sweden,Thunderbolt,Gamekult,Eurogamer,IGN,GameFocus,RealGamer,Guardian",",86,80,80,80,80,78,76,75,75,75,75,75,74,73,70,70,70,70,70,70,70,70,69,69,68,67,65,63,62,61,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,55,55,50,50,50,50,50,50,50,50,50,50,50,50,50,44,40,40"
Override 2: Super Mech League," PlayStation 5, PC, Xbox Series X",",PC Invasion,GameSkinny,DualShockers,PC Games,Softpedia,PC Gamer,Multiplayer.it,COGconnected,Xbox Tavern,XboxAddict,GamingBolt,GameSpew,TheXboxHub,IGN Spain,DarkStation",",75,70,65,60,60,55,55,52,68,60,60,60,60,60,40"
BAFL: Brakes Are For Losers, Switch,,
Assassin's Creed Chronicles: India, PC,,
Fire Emblem: Shadow Dragon & the Blade of Light, Switch,,
Soldner-X: Himmelssturmer, PlayStation 3,,
CSI: Crime Scene Investigation: Hard Evidence," PC, PlayStation 2, Xbox",",,",",,"
Front Mission Evolved," PC, Xbox 360, PlayStation 3",",Game Informer,Game Revolution,GamingXP,GameFocus,Worth Playing,Gamereactor Denmark,Game Chronicles,GamesRadar+,Totally360,Official Xbox Magazine,D+PAD Magazine,GameTrailers,Vandal,Hardcore Gamer,XGN,Xbox Achievements,TeamXbox,Gamer Limit,3DJuegos,SpazioGames,Gamers' Temple,Multiplayer.it,Console Monster,Eurogamer,VideoGamer,GameWatcher,Official Xbox Magazine UK,IGN,MS Xbox World,Games Master UK,IncGamers,GameSpot,XboxAddict,Xbox World 360 Magazine UK,games(TM),MondoXbox,Eurogamer Italy,X-ONE Magazine UK,Gamereactor Sweden,Gamer.no,Level7.nu,GamePro,The A.V. Club,GamingExcellence,MEGamers,1UP,Eurogamer Portugal,Gamekult,Gameblog.fr,GameZone,Gaming Age,Gamer.nl,Game Informer,GamingXP,Game Revolution,GameFocus,Playstation Official Magazine Australia,GamesRadar+,D+PAD Magazine,NZGamer,Vandal,PSFocus,PSX Extreme,Hardcore Gamer,XGN,Gamer Limit,Meristation,3DJuegos,SpazioGames,DarkStation,PSM3 Magazine UK,VideoGamer,GameWatcher,IGN,Playstation: The Official Magazine (US),Worth Playing,Gamestyle,PlayStation LifeStyle,GameSpot,Play UK,Eurogamer Italy,PALGN,Gamereactor Sweden,Eurogamer Spain,Destructoid,GamingExcellence,MEGamers,1UP,Playstation Official Magazine UK,Gamekult,Metro GameCentral,Gaming Age,Gaming Nexus,Gamer.nl",",78,75,73,71,70,70,70,70,70,70,70,70,67,65,65,65,65,65,63,62,61,60,60,60,60,60,60,60,60,58,57,55,53,52,50,50,50,50,50,50,50,50,50,45,45,42,40,40,40,35,33,30,78,76,75,71,70,70,70,70,67,66,66,65,65,65,65,63,62,60,60,60,60,60,60,60,60,60,55,52,50,50,50,50,50,45,45,42,40,40,40,33,33,30"
Aura: Fate of the Ages, PC,,
ATV Offroad Fury: Blazin' Trails, PSP,,
Raw Danger!, PlayStation 2,,
Scarygirl, Xbox 360,,
Secret of Mana, PlayStation 4,,
King of Seas, PlayStation 4,,
What Happened, PC,,
Maid of Sker, Xbox One,,
The Flower Collectors, PC,,
Cat Girl Without Salad: Amuse-Bouche, Switch,,
Deliver Us The Moon: Fortuna, PC,,
8-Bit Hordes, PlayStation 4,,
The Lost Child," Switch, PlayStation 4",",Video Chums,RPG Fan,PlayStation LifeStyle,GameSpew,Everyeye.it,Vandal,3DJuegos,Jeuxvideo.com,Cubed3,Hardcore Gamer,RPG Site,Push Square",",81,70,70,70,70,65,65,55,50,50,50,50"
The Way Remastered, Switch,,
Grand Ages: Medieval, PC,,
Cargo Commander, PC,,
Dead Block," PlayStation 3, PlayStation 4",",",","
Hans Christian Andersen: The Ugly Prince Duckling, PC,,
Contra, Xbox 360,,
ProStroke Golf - World Tour 2007," PlayStation 2, PSP, Game Boy Advance",",Game Almighty,games(TM),Total Video Games,Official Playstation 2 Magazine UK,Pocket Gamer UK,Console Gameworld,IGN,Game Chronicles,GameZone,VideoGamer,Deeko,Worth Playing,Gamers' Temple,GameSpot,TotalPlayStation,GamingTrend,GamesRadar+,G4 TV,Digital Entertainment News,AceGamez,",",80,70,70,70,70,70,68,67,62,60,60,60,58,56,50,50,50,40,40,30,"
Mega Man Battle Network 6 Cybeast Falzar, Game Boy Advance,,
Stacked with Daniel Negreanu," PlayStation 2, PSP, Xbox, DS",",,GameSpot,TeamXbox,GamerFeed,Games Radar,Game Chronicles,Deeko,AtomicGamer,Worth Playing,Gaming Age,Official Xbox Magazine,GamingExcellence,G4 TV,Gamers' Temple,Next Level Gaming,Digital Entertainment News,GameSpy,Game Revolution,The A.V. Club,IGN,Cheat Code Central,",",,77,75,70,70,70,70,70,68,67,65,60,60,59,53,50,50,50,50,48,40,"
Tokyo Xtreme Racer 3, PlayStation 2,,
Altered Beast: Guardian of the Realms, Game Boy Advance,,
Top Gun: Combat Zones," PlayStation 2, GameCube",",GameSpy,GameZone,TotalGames.net,Game Informer,Nintendo Power,Play Magazine,Gaming Maxx,Gamestyle,IGN,netjak",",72,70,69,68,62,60,58,50,48,40"
The Weakest Link," PlayStation, PlayStation 3",",",","
WTF: Work Time Fun, PSP,,
Outlaw Golf 2, PlayStation 2,,
FIFA Street 2," GameCube, PlayStation 2",",Total Video Games,Console Gameworld,Cheat Code Central,GameSpot,The A.V. Club,PSM2 Magazine UK,Next Level Gaming,1UP,AceGamez,TotalPlayStation,IGN,PSM Magazine,Times Online,Game Informer,GamesRadar+,Official Playstation 2 Magazine UK,Pelit (Finland),GamePro,GameSpy,Gaming Age,Official U.S. Playstation Magazine,IncGamers,Boomtown,Gamer 2.0,Game Revolution,PSW Magazine UK,Play UK",",80,80,78,75,75,71,70,70,70,65,60,60,60,60,60,60,59,50,50,50,50,50,50,47,42,40,38"
Castlevania: Lords of Shadow 2," PlayStation 3, PC",",GameStar,PC Games,Multiplayer.it,GameWatcher,SpazioGames,GRYOnline.pl,Merlin'in Kazanı (Turkey),DarkZero,Critical Hit,AusGamers,Games.cz,PC Gamer,LEVEL (Czech Republic),Thunderbolt,The Escapist,Gamer.no",",80,79,78,75,70,70,68,60,60,58,50,44,40,40,40,40"
Sonic: Lost World," Wii U, 3DS",",XGN,SpazioGames,Cubed3,Eurogamer Italy,Modojo,Pocket Gamer UK,God is a Geek,Official Nintendo Magazine UK,Everyeye.it,ZTGD,Impulsegamer,3DJuegos,IGN,Gaming Nexus,IGN Italia,Vandal,Digital Chumps,VideoGamer,Nintendojo,NintendoWorldReport,Game Informer,Eurogamer Portugal,Critical Hit,Gameblog.fr,Multiplayer.it,Nintendo Life,GamesRadar+,Joystiq,Games Master UK,games(TM),GameOver.gr,GamingTrend,Polygon,Game Revolution",",85,85,80,80,80,80,80,79,78,75,70,70,68,65,65,64,60,60,58,55,50,50,50,50,50,50,50,50,49,40,40,40,40,20"
SimCity Societies, PC,,
Undead Knights, PSP,,
Miami Vice: The Game, PSP,,
Puzzle Kingdoms, Wii,,
Hasbro Family Game Night, Wii,,
Final Fantasy II, PSP,,
Stifled, PlayStation 4,,
Exile's End, PlayStation 4,,
Salary Man Escape VR, PlayStation 4,,
The Raven: Legacy of a Master Thief - Ancestry of Lies, PC,,
Through the Woods, PC,,
Gemini: Heroes Reborn," Xbox One, Xbox 360",",",","
The Order: 1886, PlayStation 4,,
Windbound," Switch, PC",",Malditos Nerds,PC Games,The Indie Game Website,PC Invasion,Vandal,IGN,Wccftech",",80,70,70,65,60,50,45"
Travis Strikes Again: No More Heroes - Complete Edition, PlayStation 4,,
Stronghold 2, PC,,
Obscure, PC,,
Total War: Rome II - Caesar in Gaul, PC,,
Let's Catch, Wii,,
NBA 06, PlayStation 2,,
Firefighter F.D. 18, PlayStation 2,,
Vexx, PlayStation 2,,
Rayman Arena," PlayStation 2, GameCube, Xbox",",Gamer's Pulse,Game Informer,Nintendophiles,GamePro,Nintendo Power,GameSpot,G4 TV,GamerWeb Nintendo,IGN,Game Revolution,Official Xbox Magazine,GameSpot,Xbox Nation Magazine,GamerWeb Xbox,Adrenaline Vault,IGN,TeamXbox",",78,70,70,70,66,62,60,50,47,33,70,62,50,45,40,38,30"
Star Wars: Demolition, PlayStation,,
Traitor's Gate, PC,,
Crash 'N' Burn, PlayStation 2,,
Future Tactics: The Uprising," GameCube, PlayStation 2, Xbox",",Next Level Gaming,Game Chronicles,PSX Nation,Official U.S. Playstation Magazine,AceGamez,Gamestyle,PGNx Media,IGN,GameZone,Jolt Online Gaming UK,GameSpot,IC-Games,G4 TV,Edge Magazine,PSM Magazine,Eurogamer,Worth Playing,GMR Magazine,Gamers Europe,Play Magazine,Game Informer,games(TM),Electronic Gaming Monthly,netjak,IncGamers,Next Level Gaming,GameSpy,AceGamez,Cheat Code Central,Computer and Video Games,IGN,Worth Playing,Just RPG,GameZone,Jolt Online Gaming UK,GameSpot,TeamXbox,Edge Magazine,Armchair Empire,Play Magazine,Official Xbox Magazine,IC-Games,Game Informer,NTSC-uk,games(TM),MS Xbox World,Electronic Gaming Monthly,Xbox Nation Magazine,Loaded Inc",",77,70,70,70,70,70,69,68,66,65,64,63,60,60,60,60,60,60,60,58,53,50,48,45,40,79,75,70,70,70,68,68,68,67,65,64,62,60,60,58,57,55,53,50,50,50,48,40,40"
Dynasty Warriors 7 Empires, PlayStation 3,,
Atelier Iris 3: Grand Phantasm, PlayStation 2,,
Neverwinter Nights: Enhanced Edition," PlayStation 4, PlayStation 4",",Multiplayer.it,PlayStation Universe,Screen Rant,PlayStation Country,Vandal,LaPS4,DarkStation,TheSixthAxis,Softpedia",",80,80,70,70,65,61,60,40,40"
Whispering Willows, PlayStation 4,,
Marvel Trading Card Game," PSP, DS",",Gaming Age,Nintendojo,IGN,Cheat Code Central,GamingTrend,GameSpot,Game Chronicles,PALGN,Nintendo Gamer,GamesRadar+,Worth Playing,GameZone,GameShark,GotNext,Digital Entertainment News,Nintendo Power,G4 TV",",75,70,67,66,66,65,65,65,63,60,55,53,50,50,45,40,40"
Super Monkey Ball: Banana Blitz HD," Switch, PlayStation 4",",Worth Playing,LaPS4,The Games Machine,SpazioGames,Everyeye.it,We Got This Covered,Eurogamer Italy,Vandal,Multiplayer.it,Metro GameCentral,Video Chums,PlayStation LifeStyle,Gamers Heroes,DarkStation,God is a Geek,Push Square",",90,81,81,75,70,70,70,63,60,60,59,50,50,40,40,40"
Torchlight III," Switch, PlayStation 4",",DarkStation,Digital Chumps,CGMagazine,DualShockers,Hardcore Gamer,Vandal,PlayStation Universe,Wccftech,RPGamer,Areajugones,GamingBolt,Softpedia,PlayStation Country,Metro GameCentral,PlayStation LifeStyle,Screen Rant,Push Square,GameCritics,TheSixthAxis,Comicbook.com",",80,75,75,70,70,67,65,65,60,60,60,60,60,60,60,60,60,50,40,40"
Mosaic, Switch,,
Fist of Jesus, PC,,
Fatal Inertia EX, PlayStation 3,,
Fantastic 4," PC, Xbox, GameCube, Game Boy Advance",",GameZone,Game Chronicles,PGNx Media,TeamXbox,Gaming Illustrated,Game Informer,Xbox Solution,Worth Playing,Kombo,Inside Gamer Online,Pelit (Finland),GameSpy,BonusStage,Into Liquid Sky,IGN,Electric Playground,Play Magazine,Stuff,TotalGames.net,Official Xbox Magazine,Talk Xbox,Jolt Online Gaming UK,Eurogamer,DarkStation,Gamers' Temple,Next Level Gaming,Computer and Video Games,MS Xbox World,Xbox World Australia,G4 TV,GamerFeed,The Sydney Morning Herald,Armchair Empire,GameSpot,Electronic Gaming Monthly,1UP,AceGamez,Cheat Code Central,Gamer's Hell,Extreme Gamer,Gaming Target,XboxAddict,My Gamer,Game Revolution,Gaming Nexus,GameShark,GameZone,PGNx Media,Game Chronicles,Nintendojo,Game Informer,Inside Gamer Online,Gaming Target,eToychest,GameSpy,BonusStage,IGN,Play Magazine,Stuff,Worth Playing,Jolt Online Gaming UK,Eurogamer,Total Video Games,Nintendo Power,Next Level Gaming,G4 TV,GamerFeed,The Sydney Morning Herald,GameSpot,Electronic Gaming Monthly,Gamers' Temple,AceGamez,Cheat Code Central,NintendoWorldReport,WHAM! Gaming,Game Revolution,GameShark,Nintendophiles,PGNx Media,GameSpot,GameZone,Nintendo Power,GamerFeed,GameDaily,Gaming Target,IGN,NintendoWorldReport,Cheat Code Central,Game Chronicles",",85,85,80,79,76,75,74,72,72,72,70,70,67,67,65,65,65,65,64,63,61,61,60,60,60,60,60,60,60,60,60,60,59,58,57,55,50,50,50,50,50,48,44,42,40,33,87,80,79,75,75,72,71,70,70,67,65,65,65,64,61,60,60,60,60,60,60,60,58,57,55,50,50,50,45,42,42,25,80,71,69,65,60,60,55,50,50,40,30"
