Name,Platform,Sources,Scores
Cars Mater-National Championship, DS,"Digital Entertainment News,PALGN,GotNext,IGN,n-Revolution Magazine UK,GameZone,GamesRadar+","84,80,80,68,68,60,60"
Driver: Parallel Lines," PlayStation 2, Xbox","AceGamez,Game Over Online,Gamer's Hell,Game Power Australia,Play Magazine,Thunderbolt,Official U.S. Playstation Magazine,PSM2 Magazine UK,Pelit (Finland),PSX Extreme,Electronic Gaming Monthly,Entertainment Weekly,GameBiz,Gamers Europe,Digital Entertainment News,Jolt Online Gaming UK,Cheat Code Central,IGN,VideoGamer,AtomicGamer,Edge Magazine,GamesRadar+,Yahoo!,PSW Magazine UK,Official Playstation 2 Magazine UK,TotalPlayStation,Worth Playing,Game Informer,GameSpot,GameZone,G4 TV,Computer Games Magazine,1UP,Eurogamer,games(TM),GameSpy,PSM Magazine,The Sydney Morning Herald,Play UK,PALGN,Gaming Age,Official Xbox Magazine UK,Game Chronicles,Game Over Online,MS Xbox World,Pelit (Finland),TeamXbox,Electronic Gaming Monthly,Entertainment Weekly,Xbox World Australia,Kombo,Jolt Online Gaming UK,IGN,Cheat Code Central,Games Radar,Edge Magazine,Pro-G,Official Xbox Magazine,Yahoo!,GamerFeed,Game Informer,Talk Xbox,GameSpot,Gaming Target,games(TM),DarkStation,1UP,G4 TV,GameSpy,Computer Games Magazine,The Sydney Morning Herald,Gaming Age","90,82,82,80,80,80,80,79,78,78,77,75,75,75,75,73,72,72,70,70,70,70,70,70,70,70,69,68,65,65,60,60,60,60,60,60,60,60,58,55,50,86,83,82,80,78,77,77,75,74,74,73,72,72,70,70,70,70,70,70,68,68,65,65,60,60,60,60,60,60,60,50"
Disney's Cinderella: Magical Dreams, Game Boy Advance,"WHAM! Gaming,Gaming Age,Nintendophiles,GameZone,NintendoWorldReport,GamerFeed,Game Chronicles","90,83,83,60,60,60,45"
Dragon Ball GT: Transformation, Game Boy Advance,"Next Level Gaming,BonusStage,Console Gameworld,Cheat Code Central,GameSpot,GameZone,1UP,Inside Gamer Online,Worth Playing,Nintendo Power,PALGN,G4 TV","85,82,80,80,76,72,70,62,58,55,55,40"
Rondo of Swords, DS,"Nintendojo,Play Magazine,Cheat Code Central,Deeko,NintendoWorldReport,IGN,RPG Fan,Worth Playing,1UP,Nintendo Power,Zentendo,Thunderbolt,GamesRadar+","84,80,80,80,80,68,68,67,67,65,60,50,50"
Mystery Dungeon: Shiren the Wanderer, DS,"The A.V. Club,GameZone,RPG Fan,Electronic Gaming Monthly,1UP,GamePro,Cubed3,Zentendo,N-Europe,Armchair Empire,GameSpy,Pocket Gamer UK,GotNext,Video Game Talk,Games Master UK,Cheat Code Central,Official Nintendo Magazine UK,Nintendo Power,IGN,PALGN,GamesRadar+,GameSpot,Edge Magazine,Gameplayer,Game Revolution,Worth Playing,Gamer.nl","91,90,87,86,83,80,80,80,80,80,70,70,70,70,67,66,66,65,65,65,60,60,60,60,58,55,50"
Crazy Taxi 3: High Roller, Xbox,"GameZone,Game Informer,Xbox Exclusive,Electronic Gaming Monthly,GameNow,GameSpy,Official Xbox Magazine,GamerWeb Xbox,GamePro,Armchair Empire,TotalGames.net,Media and Games Online Network,Gamer's Pulse,Kombo,GameSpot,Gaming Age,Into Liquid Sky,Cinescape,IGN,Electric Playground,Xbox Nation Magazine,AceGamez,Games Radar,Maxim Online,Adrenaline Vault,Yahoo!,G4 TV,GamePen,All Game Guide,TeamXbox,Entertainment Weekly,Game Revolution,Eurogamer","87,85,85,83,83,82,80,80,80,72,70,70,70,70,69,67,67,67,65,65,60,60,60,60,60,60,60,60,60,58,58,50,40"
Harry Potter and the Order of the Phoenix," Wii, Xbox 360, PlayStation 3, PC","PGNx Media,GamingTrend,Official Nintendo Magazine UK,1UP,Game Almighty,GameSpy,GameZone,G4 TV,Game Chronicles,Gamer 2.0,IGN,Worth Playing,GamerNode,Gaming Age,Gamers' Temple,DailyGame,Nintendo Power,Total Video Games,NintendoWorldReport,AceGamez,Zentendo,GamePro,Game Informer,Armchair Empire,The New York Times,Gamestyle,Nintendo Gamer,PALGN,GameShark,The Wiire,GameSpot,VideoGamer,WHAM! Gaming,Game Revolution,PGNx Media,XboxAddict,Gamers' Temple,1UP,GameTrailers,Gamer 2.0,GameSpy,AceGamez,G4 TV,GameZone,IGN,Planet Xbox 360,Game Almighty,TeamXbox,Official Xbox Magazine,Gaming Age,Armchair Empire,Cheat Code Central,Xbox World Australia,Game Chronicles,Yahoo!,GamerNode,Official Xbox Magazine UK,Play.tm,Boomtown,Thunderbolt,Xbox World 360 Magazine UK,Game Informer,MS Xbox World,Worth Playing,Console Gameworld,GameShark,Eurogamer,GameSpot,VideoGamer,Game Revolution,Gamestyle,X-ONE Magazine UK,PGNx Media,Gamers' Temple,GameDaily,1UP,GameTrailers,Gamer 2.0,GameZone,GameSpy,Playstation Official Magazine UK,IGN,Game Almighty,Games Master UK,Gaming Age,Cheat Code Central,PSX Extreme,Yahoo!,PSW Magazine UK,GamerNode,DarkStation,Pelit (Finland),AceGamez,Game Informer,Play Magazine,Game Chronicles,Worth Playing,The New York Times,WHAM! Gaming,PSM Magazine,GameShark,PSM3 Magazine UK,GameSpot,VideoGamer,Game Revolution,Armchair Empire,Play UK,PC Zone UK,PC Format,Cheat Code Central,IGN,ActionTrip,GamerNode,PC Gamer,PC Gamer UK,GameSpot,VideoGamer,Boomtown","88,83,82,80,80,80,80,80,80,79,78,78,75,75,73,72,70,70,70,70,70,65,65,65,63,60,60,60,58,58,50,50,45,42,85,84,81,80,80,80,80,80,80,78,76,76,75,75,75,75,75,74,74,72,70,70,70,70,70,70,67,65,65,65,60,58,50,50,50,42,40,40,85,82,80,80,80,80,80,80,80,76,75,75,75,74,71,70,70,70,70,70,70,65,65,65,65,63,60,60,58,55,50,50,42,40,32,79,76,74,73,68,64,59,51,50,50,40"
Sword Art Online: Hollow Realization, PlayStation 4,"XGN,God is a Geek,Areajugones,Hardcore Gamer,IGN Italia,Hobby Consolas,4Players.de,Destructoid,PlaySense,Everyeye.it,Vandal,3DJuegos,COGconnected,IGN Spain,Atomix,GameOver.gr,PlayStation Country,SpazioGames,Push Square,TheSixthAxis,GameSpew,Twinfinite,PlayStation LifeStyle,Multiplayer.it,LevelUp,IGN,Wccftech,RPG Site,Impulsegamer,PlayStation Universe,High-Def Digest,RPG Fan,GameSpot,GamingTrend","85,80,80,80,79,78,77,75,75,75,75,75,73,72,71,70,70,70,70,70,70,70,70,68,67,67,64,60,60,60,60,51,50,50"
Absolver, PlayStation 4,"Worth Playing,Everyeye.it,GameCrate,Impulsegamer,Edge Magazine,Shacknews,IGN Italia,Playstation Official Magazine UK,games(TM),Digitally Downloaded,We Got This Covered,Gameblog.fr,PlayStation Country,TheSixthAxis,Metro GameCentral,Push Square,Twinfinite,EGM,PlayStation LifeStyle,4Players.de,New Game Network,LaPS4,PlayStation Universe,RPGamer,GameCritics","90,85,83,82,80,80,79,70,70,70,70,70,70,70,70,70,70,65,60,59,55,55,55,50,40"
Magical Starsign, DS,"RPG Fan,Da Gameboyz,PGNx Media,Pocket Gamer UK,Eurogamer,AceGamez,Official Nintendo Magazine UK,IGN,Pelit (Finland),GameSpot,Games Master UK,Nintendo Power,GameDaily,Deeko,Nintendo Gamer,VideoGamer,Game Informer,eToychest,Electronic Gaming Monthly,GamesRadar+,1UP,Modojo,NintendoWorldReport,Thunderbolt,Armchair Empire,Game Revolution","83,80,80,80,80,80,77,75,74,73,71,70,70,70,70,70,65,65,60,60,60,60,60,60,60,58"
Ride 2," PlayStation 4, PC, Xbox One","CD-Action,Pelit (Finland),CGMagazine,Eurogamer Italy,IGN Italia,Areajugones,COGconnected,GameGrin,PlaySense,Wccftech,3DJuegos,Hobby Consolas,IGN Denmark,IGN Spain,DualShockers,Hardcore Gamer,Vandal,SpazioGames,Everyeye.it,JeuxActu,Destructoid,4Players.de,XGN,Push Square,God is a Geek,GameSpot,Game Debate,Multiplayer.it,The Games Machine,GameSpew,Games.cz,GameCrate,GameSpot,","85,81,80,80,80,80,78,75,75,75,75,75,72,72,70,70,70,70,70,65,60,60,60,60,60,40,85,82,80,80,70,58,40,"
God Eater 2: Rage Burst, PlayStation 4,"NZGamer,PlayStation Universe,GameSpot,PlaySense,God is a Geek,TheSixthAxis,Everyeye.it,Digital Chumps,JeuxActu,XGN,LaPS4,4Players.de,LevelUp,PLAY! Zine,Atomix,Impulsegamer,GameSpew,PlayStation LifeStyle,Critical Hit,Eurogamer Italy,Brash Games,RPG Site,Push Square,Vandal,The Games Machine,Hobby Consolas,GameOver.gr,GamingTrend,Games Master UK,games(TM),High-Def Digest,Wccftech,Gameblog.fr,GameCritics,Stevivor","82,80,80,80,80,80,78,76,75,75,72,72,71,70,70,70,70,70,70,70,70,70,70,70,68,68,65,65,64,60,60,60,60,55,40"
Wings of War, PC,"Gamezilla!,PC Gamer,GameSpot,PC Format,Worth Playing,Gaming Nexus,Computer Games Magazine,IGN,PC Gameworld,Computer and Video Games,The Sydney Morning Herald","90,76,75,73,72,70,70,66,60,51,50"
Neighbors from Hell, PC,"Gamer's Hell,Cheat Code Central,Cincinnati Enquirer,GameSpy,Adrenaline Vault,PC Gamer,TotalGames.net,Computer Gaming World,IGN,GameZone,GameSpot,Game Chronicles,Computer Games Magazine,Eurogamer,G4 TV","90,80,80,75,70,70,70,70,70,70,67,63,60,60,40"
The Sum of All Fears, Game Boy Advance,"Nintendophiles,GameZone,Nintendo Power,Game Over Online,Cheat Code Central,GameSpot,IGN,Pocket Games","85,83,82,78,70,67,60,60"
Outlaw Golf, GameCube,"Game Over Online,GamerWeb Nintendo,TotalGames.net,Armchair Empire,Game Informer,Nintendo Power,GameZone,Nintendojo,GameSpot,IGN,NintendoWorldReport,Play Magazine,GameSpy,Kombo","80,80,79,79,78,74,73,72,71,69,60,60,58,50"
Spring Break, PC,"Yahoo!,PC Gamer,IGN,TotalGames.net,Gamer's Pulse,PC Format,Game Informer,Cheat Code Central,GameSpy,Game Over Online,PC Gameworld,GameSpot,All Game Guide,Computer Gaming World","80,79,78,77,76,76,75,70,70,70,70,64,60,30"
Crazy Taxi, GameCube,"GameZone,Nintendojo,GameSpy,Operation Sports,Hot Games,GamePro,GameBiz,Game Informer,TotalGames.net,GameCube Europe,GamerWeb Nintendo,All Game Guide,IGN,Gamezilla!,Nintendo Power,GamePen,GameShark,Game Revolution,GameSpot,Yahoo!","90,85,83,80,80,80,76,75,74,72,70,70,69,69,66,60,50,50,49,40"
Trade Empires, PC,"IGN,GameZone,Adrenaline Vault,Gamer's Pulse,GameSpy,GameSpot,Computer Gaming World,Computer Games Magazine,PC Gamer","83,80,70,70,70,68,60,60,56"
Sudden Strike, PC,"TotalGames.net,Games Radar,GameSpy,ActionTrip,IGN,GameZone,Adrenaline Vault,Game Over Online,Computer Games Magazine,All Game Guide,Gaming Age,Game Revolution,PC Gamer,Gamers' Temple,GameSpot,CNET Gamecenter","93,88,88,87,81,80,80,78,70,70,67,67,62,60,56,40"
Duck Dodgers Starring Daffy Duck, Nintendo 64,"CNET Gamecenter,Game Fan,IGN,Da Gameboyz,Happy Puppy,GameSpot,Gaming Age","80,77,76,72,70,58,42"
Deep Fighter: The Tsunami Offense, Dreamcast,"Sega X,IGN,Dreamcast.net,GameSpot,Dreamcast HQ,GamerWeb Sega,Da Gameboyz,Core Magazine,CNET Gamecenter,Happy Puppy,Total Video Games,DC Swirl,Hot Games,Planet Dreamcast,Daily Radar,Games Radar,Game Revolution","84,82,81,81,80,80,78,75,70,70,70,60,60,50,50,50,50"
NCAA GameBreaker 2001, PlayStation,"GameSpot,PSX Nation,Daily Radar,IGN,CNET Gamecenter,GamePro,Happy Puppy,Total Video Games,Maxim Online","82,75,75,72,70,70,55,50,50"
Alien Breed: Evolution, Xbox 360,"Planet Xbox 360,NZGamer,GamingXP,TeamXbox,XboxAddict,WonderwallWeb,Worth Playing,IGN,Console Monster,Pelit (Finland),Play.tm,AceGamez,MS Xbox World,RealGamer,Impulsegamer,3DJuegos,Eurogamer,Gamer Limit,Boomtown,games(TM),Totally360,Multiplayer.it,9Lives,Metro GameCentral,GameSpot,VideoGamer,X-ONE Magazine UK,Official Xbox Magazine,Gamer.nl,Official Xbox Magazine UK,Edge Magazine","85,85,85,82,82,80,80,79,79,79,78,78,75,75,75,74,70,70,70,70,70,68,65,60,60,60,60,60,50,50,50"
Nickelodeon Kart Racers 2: Grand Prix, Xbox One,"GameGrin,Video Chums,TheXboxHub,GameSpew,ZTGD,Generación Xbox,Xbox Tavern","80,77,70,70,65,63,60"
Mercenary Kings: Reloaded Edition, Switch,"CGMagazine,Video Chums,Nintenderos,GameSpace,Nintendo Force Magazine,Nintendo Life,Cubed3","90,76,75,64,60,60,60"
We Were Here Too, PC,"Gamer.nl,Vgames,PLAY! Zine,The Overpowered Noobs,XGN,GameSpew,Adventure Gamers","75,70,70,70,70,70,60"
"Warhammer 40,000: Sanctus Reach", PC,"Meristation,CD-Action,The Overpowered Noobs,Multiplayer.it,GameWatcher,Hooked Gamers,3DJuegos,GRYOnline.pl,Game Debate,SpazioGames,Game World Navigator Magazine,GameSpot","80,80,80,80,80,72,70,70,70,65,63,40"
Livelock, PlayStation 4,"Wccftech,Worth Playing,GameCritics,Everyeye.it,CD-Action,PlayStation LifeStyle,EGM","80,75,75,75,70,60,50"
Nightmares from the Deep 2: The Siren's Call, Xbox One,"DarkStation,XboxAddict,TrueAchievements,GameSpew,XGN,Brash Games,ICXM","80,80,80,70,65,60,50"
Fruit Ninja Kinect 2, Xbox One,"IGN Spain,God is a Geek,Multiplayer.it,Official Xbox Magazine UK,Impulsegamer,Game Rant,Pure Xbox,We Got This Covered,Destructoid,X-ONE Magazine UK,Game Revolution","80,75,75,70,70,70,70,70,70,60,60"
Gratuitous Tank Battles, PC,"PC Gamer UK,PC PowerPlay,NZGamer,Multiplayer.it,XGN,Games.cz,LEVEL (Czech Republic),Absolute Games,GameSpy","88,80,80,75,75,70,60,54,40"
World Series of Poker: Tournament of Champions, Xbox 360,"Gaming Illustrated,TeamXbox,Operation Sports,Official Xbox Magazine,PGNx Media,Game Chronicles,IGN,Xbox World 360 Magazine UK,GameDaily,ZTGD,DarkStation,Planet Xbox 360,X-ONE Magazine UK,GameZone,Game Over Online,GameSpot,Extreme Gamer,Official Xbox Magazine UK,The Sydney Morning Herald,360 Gamer Magazine UK","84,81,80,80,78,74,72,71,70,70,70,70,70,68,65,64,60,60,60,50"
LEGO The Hobbit, Xbox One,"Worth Playing,4Players.de,Official Xbox Magazine,MondoXbox,GamingTrend,IGN,IGN Italia,X-ONE Magazine UK,Eurogamer Germany,Eurogamer Italy,JeuxActu,NZGamer,Gamereactor Sweden,Digitally Downloaded,Everyeye.it,COGconnected,The Digital Fix,Official Xbox Magazine UK,LevelUp,Gaming Nexus","85,79,75,75,75,74,72,70,70,70,70,70,70,70,65,65,60,60,50,49"
R-Type Final 2, Switch,"Siliconera,Hobby Consolas,Nintenderos,Gfinity,Nintendo Force Magazine,Worth Playing,COGconnected,Starbit,Switch Player,Checkpoint Gaming,Digitally Downloaded,Hey Poor Player,Shacknews,NintendoWorldReport,Impulsegamer,Shindig,TouchArcade,The Mako Reactor,Nintendo Life,Jeuxvideo.com","90,84,80,80,75,75,73,70,70,70,70,70,70,65,62,60,60,60,60,55"
Manhunt 2," PSP, PlayStation 2","Cheat Code Central,3DJuegos,Gamers' Temple,IGN,GameSpot,Gaming Nexus,GameZone,GamesRadar+,Gamer 2.0,AceGamez,GameSpy,GameDaily,Worth Playing,Pocket Gamer UK,Thunderbolt,PSM3 Magazine UK,Play UK,Playstation Official Magazine UK,3DJuegos,Game Informer,IGN,GameSpot,GameZone,MEGamers,GamesRadar+,Gamer 2.0,Playstation: The Official Magazine (US),Jolt Online Gaming UK,GameSpy,Cheat Code Central,Meristation,Boomtown,Electronic Gaming Monthly,GamingTrend,Worth Playing,1UP,Digital Entertainment News","80,79,78,75,75,75,72,70,70,70,60,60,60,50,40,83,82,80,79,78,75,75,75,74,70,70,70,69,60,60,60,60,53,48,48,40,30"
Broken Sword 5: The Serpents' Curse - Part I, PC,"DarkStation,Hooked Gamers,RPG Fan,Adventure Gamers,Armchair Empire,GameSpot,USgamer,GameWatcher,Hardcore Gamer,NowGamer,PC Gamer,Worth Playing,Multiplayer.it,Games Master UK,GamingTrend,SpazioGames,GameStar,Game Over Online,games(TM),CD-Action,The Digital Fix,Gaming Nexus,Games.cz,JeuxActu,Everyeye.it,Riot Pixels,PCGamesN,Eurogamer Italy,LEVEL (Czech Republic),Guardian,God is a Geek,Eurogamer Germany,Edge Magazine,IncGamers,Gameblog.fr,Metro GameCentral,Digital Spy,IGN Italia,Gamer.nl","90,85,82,80,80,80,80,80,80,80,79,77,77,76,75,75,74,70,70,70,70,70,70,70,68,65,60,60,60,60,60,60,60,60,60,60,60,55,50"
PQ: Practical Intelligence Quotient, PSP,"Official U.S. Playstation Magazine,Digital Entertainment News,Cheat Code Central,BonusStage,GameZone,Game Informer,PSM2 Magazine UK,PSM Magazine,IGN,Worth Playing,Console Gameworld,GameSpy,GameSpot,GamerFeed,Yahoo!,Gamezilla!,Gamenikki,GamesRadar+,ZTGD,Official Playstation 2 Magazine UK,AceGamez,Gaming Target,PSX Extreme,GameShark,Electronic Gaming Monthly,GameCritics,WHAM! Gaming,games(TM),G4 TV,Pocket Gamer UK,Play UK,Edge Magazine,RewiredMind,Detroit Free Press","90,86,84,84,79,78,77,75,74,74,73,70,70,70,70,70,70,70,70,70,70,70,68,67,65,65,63,60,60,60,52,50,50,25"
Section 8, Xbox 360,"Gaming Age,GameZone,GamePro,ZTGD,Xbox Achievements,Gamervision,Game Over Online,MS Xbox World,Play Magazine,GameFocus,3DJuegos,Digital Chumps,Official Xbox Magazine,GameCritics,IGN,XboxAddict,Da Gameboyz,Play.tm,GameShark,9Lives,1UP,Pelit (Finland),Cheat Code Central,GamesNation,Destructoid,GameSpot,Totally360,Metro GameCentral,VideoGamer,RealGamer,GamesRadar+,Edge Magazine,My Gamer,GameTrailers,Console Monster,Game Informer,Worth Playing,XGN,Everyeye.it,Giant Bomb,Vandal,AceGamez,Xbox World 360 Magazine UK,Gaming Nexus,Gamer Limit,X-ONE Magazine UK,D+PAD Magazine,games(TM),Official Xbox Magazine UK","83,81,80,80,80,80,80,80,80,79,77,76,75,75,75,75,75,75,75,75,75,75,74,73,70,70,70,70,70,70,70,70,68,68,67,65,65,65,60,60,60,60,60,58,55,50,50,50,40"
NBA Ballers: Rebound, PSP,"eToychest,Game Informer,Game Chronicles,PSM2 Magazine UK,GameSpot,IGN,games(TM),Official Playstation 2 Magazine UK,GamesRadar+,1UP,ZTGD,PSM Magazine,Play UK,GameSpy,PSW Magazine UK,Operation Sports,Official U.S. Playstation Magazine","82,80,79,78,75,74,70,70,70,70,70,65,61,60,60,60,50"
Black & White 2 - Battle of the Gods, PC,"AceGamez,Digital Entertainment News,PC Gamer UK,Gamers' Temple,GameSpot,IGN,Total Video Games,WHAM! Gaming,PC Format,Pelit (Finland),PC Zone UK,GameZone,Gamenikki,Games Master UK,Cheat Code Central,PC Gamer,Next Level Gaming,1UP,Yahoo!,GamesRadar+,Eurogamer,G4 TV,Jolt Online Gaming UK","90,89,79,77,72,70,70,70,70,70,70,70,70,68,68,67,65,60,60,60,60,60,59"
Fusion: Genesis, Xbox 360,"Gamestyle,Games Master UK,Vandal,Official Xbox Magazine,IGN,NZGamer,GamingXP,Official Xbox Magazine UK,XGN,Gamer.nl,GamePro,ZTGD,Destructoid,Machinima,Quarter to Three,X-ONE Magazine UK,Eurogamer","90,82,80,80,80,77,71,70,70,70,70,68,65,65,60,50,50"
SimCity DS, DS,"Games Master UK,Official Nintendo Magazine UK,Game Informer,Worth Playing,GameBrink,Nintendo Gamer,Nintendo Power,VideoGamer,Cheat Code Central,IGN,GameSpot,DarkStation,Play.tm,Gamer 2.0,Gaming Horizon,1UP,Armchair Empire,PALGN,Electronic Gaming Monthly,Pocket Gamer UK,Eurogamer,Jolt Online Gaming UK,G4 TV,games(TM),Game Almighty,Gamestyle,GameSpy","85,85,83,83,81,81,80,80,74,70,70,70,68,67,67,65,65,65,63,60,60,60,60,50,50,50,50"
Mayan Death Robots, PC,"CGMagazine,ZTGD,COGconnected,Vandal,Hooked Gamers,IGN Spain,Gamers' Temple,Digitally Downloaded,We Got This Covered,Destructoid,Slant Magazine","90,85,80,80,78,72,66,60,60,60,40"
Murasaki Baby, PlayStation Vita,"PSNStores,Digitally Downloaded,Hardcore Gamer,Critical Hit,The Vita Lounge,Joystiq,Meristation,DarkStation,Digital Chumps,Eurogamer,GamesRadar+,Pocket Gamer UK,Vandal,IGN Italia,PlaySense,Everyeye.it,LaPS4,3DJuegos,IGN,The Digital Fix,Gamestyle,Gamer.no,XGN,USgamer,Game Revolution,Eurogamer Italy,GameSpot,TheSixthAxis,Multiplayer.it,Gaming Age,Polygon,JeuxActu,4Players.de,Games Master UK,games(TM),Playstation Official Magazine UK,Hyper Magazine,Eurogamer Spain,Game Informer,NZGamer,PlayStation Universe,Digital Spy,Gameblog.fr,God is a Geek,PlayStation LifeStyle,GameOver.gr,Kill Screen,Push Square","90,90,90,90,80,80,80,80,80,80,80,80,79,79,75,75,75,75,75,70,70,70,70,70,70,70,70,70,68,67,65,65,63,61,60,60,60,60,60,60,60,60,60,60,55,50,43,30"
Magicka 2, PC,"Cheat Code Central,GameWatcher,Hooked Gamers,Multiplayer.it,Pelit (Finland),PLAY! Zine,Dealspwn,3DJuegos,Hardcore Gamer,PC Gamer,IGN,GRYOnline.pl,IGN Italia,Game Informer,Games Master UK,Ragequit.gr,Level7.nu,CD-Action,Edge Magazine,DarkZero,Eurogamer Italy,GameSpot,The Escapist,Eurogamer Poland,Everyeye.it,GameStar,Game World Navigator Magazine,TheSixthAxis,PCGamesN,Gamer.no,Digital Spy,Riot Pixels,GamesBeat,Destructoid,Games.cz,Attack of the Fanboy,Slant Magazine","86,85,85,85,80,80,80,80,80,79,77,75,73,73,71,71,70,70,70,70,70,70,70,70,67,66,61,60,60,60,60,55,55,55,50,50,40"
Magician's Quest: Mysterious Times, DS,"VideoGamer,Cheat Code Central,Nintendo Power,IGN,Gaming Age,Kombo,Everyeye.it,Cynamite,AtomicGamer,Nintendo Gamer,Eurogamer,RPGamer,Gamer Limit","80,76,75,75,75,75,70,70,65,63,60,50,50"
Enchanted Arms," Xbox 360, PlayStation 3","Gaming Age,Gamestyle,Digital Entertainment News,XboxAddict,eToychest,Planet Xbox 360,RPG Fan,GamingTrend,Play Magazine,Deeko,Extreme Gamer,Game Chronicles,Gamers' Temple,TeamXbox,Xbox World Australia,IGN,Gamer 2.0,GameBrink,Kombo,Worth Playing,MS Xbox World,GamingExcellence,Games Master UK,DailyGame,GameSpot,Official Xbox Magazine UK,Next Level Gaming,Gamezilla!,VideoGamer,Eurogamer,GameTrailers,GameSpy,DarkStation,Jolt Online Gaming UK,AceGamez,Official Xbox Magazine,Electronic Gaming Monthly,PALGN,GameCritics,1UP,Xbox Achievements,Edge Magazine,Yahoo!,games(TM),Game Informer,RewiredMind,Xboxic,Game Revolution,GamesRadar+,360 Gamer Magazine UK,Boomtown,The Sydney Morning Herald,netjak,X-ONE Magazine UK,AceGamez,RPG Fan,Playstation Official Magazine UK,Extreme Gamer,GamingExcellence,PSX Extreme,GameZone,GamesRadar+,PSM Magazine,Jolt Online Gaming UK,Play UK,GameSpot,PSM3 Magazine UK,IGN,Cheat Code Central,games(TM),PALGN,GamePro,1UP,WHAM! Gaming,GameSpy,G4 TV,GameBrink","91,90,88,86,85,85,84,84,80,80,80,79,79,78,78,76,76,75,75,75,75,75,74,72,71,70,70,70,70,70,70,70,70,70,70,65,65,65,65,65,62,60,60,60,60,60,60,58,50,50,50,50,48,40,90,84,80,75,75,72,70,70,70,70,69,68,68,65,62,60,60,55,55,50,40,40,24"
The Liar Princess and the Blind Prince, PlayStation 4,"Digitally Downloaded,PlayStation LifeStyle,COGconnected,Vandal,Destructoid,Adventure Gamers,GameSpew,Video Chums","90,80,75,72,65,60,60,56"
The Sun and Moon, Xbox One,"TheXboxHub,Generación Xbox,MondoXbox,SomosXbox,XboxAddict,Official Xbox Magazine UK,The Digital Fix,TrueAchievements","90,80,78,75,70,60,60,50"
Pokemon Sword / Shield: The Isle of Armor, Switch,"Nintendo Force Magazine,We Got This Covered,GameSpot,Noisy Pixel,CGMagazine,Nintendo Enthusiast,GameSkinny,Nintenderos,Nintendo Life,4Players.de,IGN Spain,God is a Geek,COGconnected,Critical Hit,GamePro Germany,Power Unlimited,Atomix,Universo Nintendo,Cubed3,Attack of the Fanboy,Gamer.no,Meristation,IGN,Digital Trends,Gamer.nl,GAMINGbible,Destructoid,Everyeye.it,XGN,Video Chums,Hobby Consolas,LevelUp,Malditos Nerds,Trusted Reviews,GameOver.gr,TheSixthAxis,Twinfinite,Metro GameCentral,Wccftech,Jeuxvideo.com,GameMAG,Daily Star","80,80,80,80,80,80,80,80,80,76,76,75,75,75,75,73,72,70,70,70,70,70,70,70,70,70,70,68,65,65,65,60,60,60,60,60,60,60,60,55,50,40"
Guitar Hero Encore: Rocks the 80s, PlayStation 2,"GotNext,PGNx Media,Game Chronicles,Game Informer,Yahoo!,GameZone,GamesRadar+,Cheat Code Central,GamePro,PSM Magazine,games(TM),Gamestyle,Pelit (Finland),The New York Times,Games Master UK,1UP,GamerNode,Game Over Online,Worth Playing,GameTrailers,Digital Entertainment News,IGN,Game Almighty,Gamer 2.0,GameDaily,GameSpot,GameSpy,Console Gameworld,VideoGamer,Gamers' Temple,IC-Games,Playstation Official Magazine UK,GamingExcellence,PSM3 Magazine UK,Play UK,Electronic Gaming Monthly,Play.tm,Jolt Online Gaming UK,Eurogamer,Boomtown,WHAM! Gaming,AceGamez,G4 TV,GameShark,Deeko,The A.V. Club,netjak,Gaming Age,Game Revolution,TotalPlayStation","90,88,85,83,80,80,80,80,80,80,80,80,80,77,76,75,75,75,75,73,73,72,72,71,70,70,70,70,70,70,70,70,69,69,66,65,65,64,60,60,60,60,60,58,50,50,49,42,42,30"
Super Dragon Ball Heroes: World Mission, Switch,"Vandal,Areajugones,PLAY! Zine,Eurogamer Italy,Daily Star,Gamers Heroes,Hobby Consolas,Meristation,COGconnected,CGMagazine,3DJuegos,IGN Spain,Nintenderos,NintendoWorldReport,Switch Player,Nintendo Life,Everyeye.it,DualShockers,Multiplayer.it,SpazioGames,Gameblog.fr,Jeuxvideo.com,Nintendo Force Magazine,RPGamer,TheSixthAxis,Nintendo Insider,Worth Playing,GameCritics,Vooks,Screen Rant,Nintendo Enthusiast","85,82,80,80,80,80,80,78,77,75,75,75,73,70,70,70,70,70,70,70,70,65,60,60,60,60,60,50,50,50,40"
Rebel Cops, PC,"GameGrin,Game World Navigator Magazine,GamingTrend,Screen Rant,Softpedia,TrueGaming,SpazioGames,Riot Pixels,The Games Machine","80,71,70,70,70,70,68,65,63"
Gladiator: Sword of Vengeance," PC, PlayStation 2, Xbox","IGN,Maxim Online,Worth Playing,GameSpot,PC Gamer,PC Gameworld,Computer Games Magazine,GameBiz,Yahoo!,IGN,PSM Magazine,Maxim Online,Next Level Gaming,GameSpy,GameSpot,PSX Nation,G4 TV,TotalGames.net,Gaming Age,Game Informer,1UP,Gamestyle,Play Magazine,Electronic Gaming Monthly,IncGamers,Official U.S. Playstation Magazine,","80,80,79,71,62,60,50,90,80,80,80,80,79,75,71,70,60,59,58,58,55,50,50,48,40,40,"
