Name,Platform,Sources,Scores
Ninja Gaiden: Master Collection, PC,"CD-Action,Gamer Escape,Digital Chumps,GameCritics,Gamepressure,TheSixthAxis,Jeuxvideo.com,PCMag,PC Invasion,Riot Pixels,Ragequit.gr","80,80,77,75,70,70,70,70,70,65,65"
Lords of Xulima, PC,"Vandal,3DJuegos,Meristation,Eurogamer Poland,Digitally Downloaded,Riot Pixels,Games.cz,CD-Action,LEVEL (Czech Republic)","82,80,80,70,70,70,70,65,60"
Sherlock Holmes: Crimes & Punishments, Xbox One,"Pelit (Finland),MondoXbox,games(TM),Gamer.no,X-ONE Magazine UK,Pure Xbox,GameGrin,Official Xbox Magazine UK","86,80,70,70,70,70,65,60"
Bee Movie Game," Xbox 360, PlayStation 2","Game Chronicles,PGNx Media,GameZone,Official Xbox Magazine,XboxAddict,VideoGamer,Video Game Talk,MEGamers,Gamers' Temple,Digital Entertainment News,DailyGame,My Gamer,ZTGD,Da Gameboyz,Game Almighty,IGN,Gaming Nexus,GamingTrend,Armchair Empire,Official Xbox Magazine UK,TeamXbox,GameSpot,PTGamers,Cheat Code Central,GamesRadar+,PGNx Media,VideoGamer,Game Chronicles,NZGamer,IGN,TotalPlayStation,GameSpot,PTGamers,GameZone,Official Playstation 2 Magazine UK,GamesRadar+","88,80,80,80,80,80,80,80,79,79,77,76,75,74,72,70,70,70,70,70,68,65,65,60,50,80,80,70,70,65,65,65,65,61,60,50"
Gyromancer, PC,"GamesRadar+,PC PowerPlay,Game Informer,PC Gamer,Edge Magazine,PC Zone UK,LEVEL (Czech Republic),RPGamer","80,80,78,71,70,69,60,50"
Brothers in Arms: Earned in Blood, PlayStation 2,"BonusStage,TotalGames.net,PSM Magazine,Electronic Gaming Monthly,Play.tm,Times Online,Computer and Video Games,Official U.S. Playstation Magazine,Game Chronicles,Gamers' Temple,Worth Playing,GamePro,The Sydney Morning Herald,Digital Entertainment News,Official Playstation 2 Magazine UK,GameSpot,Gaming Horizon,GameSpy,IGN,TotalPlayStation","91,90,90,83,83,80,80,80,78,77,75,70,70,70,70,68,66,60,50,50"
Mortal Kombat: Armageddon, Wii,"Official Nintendo Magazine UK,ZTGD,Nintendo Power,Yahoo!,GameDaily,AceGamez,Nintendo Gamer,IGN,Games Master UK,GamingTrend,GameTrailers,Game Chronicles,Game Informer,GameSpot,GameShark,GameZone,Cheat Code Central,Kombo,PALGN,NintendoWorldReport,VideoGamer,DarkStation,1UP,GamePro,GameSpy,games(TM),Game Revolution,Electronic Gaming Monthly,Play Magazine","85,85,80,80,80,80,79,78,78,78,76,76,75,75,75,75,74,70,70,70,70,70,65,60,60,60,58,57,50"
Shakedown Hawaii, PC,"Vandal,The Games Machine,GameStar,Merlin'in Kazanı (Turkey),Edge Magazine,LevelUp,The Indie Game Website","82,79,71,71,70,70,60"
World of Final Fantasy Maxima, PlayStation 4,"RPG Fan,Eurogamer Italy,Push Square,Digital Chumps,PlayStation Universe,COGconnected,GamingTrend,RPG Site,Cubed3,We Got This Covered","80,80,80,79,75,70,70,70,60,50"
Minecraft: Story Mode Season Two - Episode 1: Hero in Residence," Xbox One, PC, PlayStation 4","TheXboxHub,XGN,TrueAchievements,ICXM,Game Informer,Cubed3,Official Xbox Magazine UK,COGconnected,DualShockers,DarkStation,GameGrin,USgamer,Twinfinite,God is a Geek,Game Informer,SpazioGames,Game World Navigator Magazine,Attack of the Fanboy,GameSpew,Vandal,PlayStation Universe,Playstation Official Magazine UK,PlaySense,TheSixthAxis,Game Informer,Everyeye.it,Trusted Reviews,Push Square","90,85,80,75,68,60,60,88,80,80,75,70,70,70,68,65,63,60,80,75,75,70,70,70,68,65,60,40"
Minecraft: Story Mode - Episode 4: A Block and a Hard Place," Xbox One, PC","Digitally Downloaded,Game Revolution,God is a Geek,We Got This Covered,ICXM,Critical Hit,XGN,IGN,Attack of the Fanboy,GameCrate,Game Informer,Everyeye.it,Multiplayer.it,RPG Fan,Games.cz,Destructoid","80,80,80,80,70,70,65,63,80,80,78,75,72,65,60,40"
Star Wars: The Force Unleashed," Wii, PlayStation 3, PSP, PlayStation 2","n-Revolution Magazine UK,Official Nintendo Magazine UK,Cynamite,3DJuegos,IGN,Nintendo Gamer,Nintendo Power,GameZone,Nintendojo,Universo Nintendo,GameDaily,GameSpy,N-Europe,Cheat Code Central,GameShark,GameSpot,Game Revolution,1UP,GamingXP,Game Informer,Cheat Code Central,Gameplayer,ZTGD,MEGamers,DailyGame,Maxi Consolas (Portugal),GamingExcellence,PTGamers,Deeko,Cynamite,3DJuegos,Impulsegamer,IGN AU,Gamer 2.0,GameSpot,BigPond GameArena,Gameplanet,Armchair Empire,GameShark,Game Over Online,IGN,Worth Playing,Playstation: The Official Magazine (US),GameDaily,VideoGamer,GamePro,Gamervision,LEVEL (Czech Republic),Playstation Official Magazine UK,Thunderbolt,DarkZero,Level7.nu,Playstation Official Magazine Australia,PSX Extreme,GameZone,Play UK,GameSpy,Giant Bomb,PSM3 Magazine UK,Game Revolution,Electronic Gaming Monthly,1UP,Wired,G4 TV,Gamer.nl,Playstation: The Official Magazine (US),GamePro,IGN,PTGamers,Pocket Gamer UK,GameSpy,GameSpot,3DJuegos,Modojo,1UP,Playstation: The Official Magazine (US),GameZone,IGN,GameDaily,Cheat Code Central,GameSpot,Game Revolution","90,82,80,79,78,76,75,75,75,72,70,70,70,68,67,60,58,42,89,88,86,85,85,82,80,80,80,80,80,80,79,77,76,76,75,75,75,75,75,75,73,72,70,70,70,70,70,70,70,70,70,70,70,69,68,65,60,60,59,58,56,50,50,40,40,80,80,75,75,70,70,70,70,60,42,80,74,72,70,62,60,58"
Wild ARMs 5, PlayStation 2,"TotalPlayStation,RPG Fan,GameTrailers,GamePro,1UP,GamesRadar+,AceGamez,GameZone,Gamers' Temple,PSX Extreme,Cheat Code Central,GameSpot,IGN,Games Master UK,Console Gameworld,NTSC-uk,Playstation Official Magazine UK,Game Informer,Electronic Gaming Monthly,Worth Playing,PSM3 Magazine UK,GameSpy,Hardcore Gamer,Official Playstation 2 Magazine UK,Play UK,PSM Magazine","95,85,82,80,80,80,80,79,78,78,76,75,73,72,70,70,70,65,65,65,64,60,60,60,60,55"
Scarface: The World Is Yours, Wii,"My Gamer,Games Master UK,IGN,Official Nintendo Magazine UK,GameZone,Nintendo Gamer,GameDaily,GamesRadar+,Gamestyle,AceGamez,IC-Games,Nintendo Power,Eurogamer,Thunderbolt,Boomtown,PALGN,Jolt Online Gaming UK,Play.tm,VideoGamer,GameSpot,The Wiire,1UP,Gamers Europe","92,87,85,83,82,82,80,80,80,80,79,75,70,70,70,65,63,62,60,58,50,40,30"
The King of Fighters 2000/2001, PlayStation 2,"TotalGames.net,Game Over Online,Play Magazine,GameSpot,Computer and Video Games,PSX Extreme,eToychest,Game Chronicles,Armchair Empire,Game Informer,Gaming Illustrated,IGN,GameSpy,Worth Playing,IC-Games,Gamezilla!,GameZone,PSX Nation,Gamer's Hell,Yahoo!,PSM Magazine,GamePro,Gaming Age,GameNow,G4 TV,Electronic Gaming Monthly,GMR Magazine,AceGamez,Cheat Code Central,Gamenikki,Official U.S. Playstation Magazine","90,86,83,82,81,80,80,80,78,78,78,78,75,75,75,74,73,70,70,70,70,70,67,67,60,60,60,60,50,50,50"
G1 Jockey 3, PlayStation 2,"GameNow,GMR Magazine,Game Informer,GameZone,GamingWorld X,TotalGames.net,Official U.S. Playstation Magazine,GameSpy,PSM Magazine,GameSpot,G4 TV,PSX Nation","83,80,80,78,75,72,70,70,70,62,60,60"
Star Wars: The Clone Wars, Xbox,"Gamezilla!,Game Chronicles,TeamXbox,Game Informer,Armchair Empire,Electric Playground,G4 TV,GameSpy,Official Xbox Magazine,IGN,GameSpot,GameZone,Yahoo!,Electronic Gaming Monthly,Xbox Nation Magazine,GMR Magazine,Gamestyle,Cheat Code Central,GamePro,TotalGames.net","91,90,86,85,81,80,80,79,78,77,75,75,70,68,60,60,60,60,60,30"
Godzilla: Destroy All Monsters Melee, Xbox,"Cinescape,Cheat Code Central,Armchair Empire,Gamer's Pulse,IGN,Gamezilla!,GamePro,Official Xbox Magazine,Game Informer,Village Voice,GMR Magazine,GameShark,GameSpy,GameSpot,TeamXbox,Electronic Gaming Monthly,XboxAddict,Game Revolution,Xbox Nation Magazine,TotalGames.net","91,90,89,88,85,85,80,79,75,70,70,70,69,64,60,60,60,58,40,30"
ToeJam & Earl III: Mission to Earth, Xbox,"Gaming Maxx,Gamezilla!,GamePro,Play Magazine,GameZone,GameNow,TeamXbox,Official Xbox Magazine,Armchair Empire,Electronic Gaming Monthly,Xbox Nation Magazine,Eurogamer,Gamestyle,Total Video Games,GamerWeb Xbox,All Game Guide,GameSpy,Entertainment Weekly,IGN,Game Informer,Yahoo!,Electric Playground,GameSpot,Gaming Age","95,95,90,90,83,83,82,82,80,72,70,70,70,70,70,70,68,67,63,60,60,55,50,50"
Aero the Acro-bat, Game Boy Advance,"Game Informer,GameZone,Nintendo Power,Play Magazine,IGN,TotalGames.net,GameSpy,Nintendojo,GamerWeb Nintendo,GamePro,GamePen,GameSpot","93,80,80,80,79,78,73,71,70,70,70,42"
Star Wars Galactic Battlegrounds: Clone Campaigns, PC,"Entertainment Weekly,GameSpy,All Game Guide,Total Video Games,GamerWeb PC,IGN,Media and Games Online Network,GameZone,Game Over Online,Gamer's Pulse,Computer Gaming World,GamePen,Electric Playground,ActionTrip,Armchair Empire,PC Gamer,GameSpot,Yahoo!,Computer Games Magazine","83,82,80,80,80,78,75,75,74,74,70,70,70,70,70,70,64,60,50"
Ballistics, PC,"Adrenaline Vault,Voodoo Extreme,Gamer's Pulse,GameSpy,Gamezilla!,IGN,Computer Games Magazine,GameZone,PC Gamer,GameSpot,Computer Gaming World,Yahoo!","100,90,83,78,74,72,70,70,65,63,60,40"
Resident Evil 3: Nemesis, PC,"Games Radar,IGN,GamePower,Happy Puppy,Game Over Online,GameSpot,ActionTrip,Gamezilla!","88,76,75,70,70,69,63,62"
F1 World Grand Prix, PC,"IGN,Hot Games,Eurogamer,CNET Gamecenter,Adrenaline Vault,Electric Playground,Happy Puppy,GameSpot,Computer Games Magazine,PC Gamer","83,80,80,70,70,70,70,67,60,55"
Disney Magical World, 3DS,"Cheat Code Central,Universo Nintendo,NintendoWorldReport,Gaming Age,Digitally Downloaded,God is a Geek,USgamer,Nintendo Life,Digital Chumps,Multiplayer.it,Gaming Nexus,FNintendo,Eurogamer Italy,Pocket Gamer UK,Gamereactor Sweden,Gameblog.fr,Destructoid,GamingTrend,IGN Italia,Official Nintendo Magazine UK,Level7.nu,JeuxActu,Game Revolution,Eurogamer Portugal,XGN,Slant Magazine,LevelUp","96,90,85,83,80,80,80,80,76,75,74,70,70,70,70,70,70,70,65,63,60,60,60,50,50,50,45"
Spectrobes: Origins, Wii,"Gaming Age,GamingXP,RPG Fan,IGN,Vandal,GameZone,Da Gameboyz,Cheat Code Central,Impulsegamer,1UP,GameFocus,Multiplayer.it,PALGN,Official Nintendo Magazine UK,3DJuegos,Worth Playing,Meristation,Nintendo Gamer,GameSpot,Game Revolution,Nintendo Power,RPGamer","91,89,87,80,78,77,77,76,76,75,75,75,75,73,72,70,70,61,60,58,55,30"
Conarium," PC, Xbox One, PlayStation 4","CD-Action,GameCritics,Ragequit.gr,Telegraph,Eurogamer Italy,Hooked Gamers,SpazioGames,ZTGD,Polygon,Gaming Nexus,IGN Spain,Vandal,3DJuegos,Digitally Downloaded,COGconnected,GameSpew,The Overpowered Noobs,IGN Italia,New Game Network,Cubed3,Riot Pixels,4Players.de,Adventure Gamers,Gaming Age,Generación Xbox,SomosXbox,Xbox Tavern,COGconnected,Official Xbox Magazine UK,TrueAchievements,GameSpew,TheXboxHub,XBLA Fans,","90,85,81,80,80,79,75,75,75,74,72,70,70,70,70,70,70,68,65,60,60,60,50,75,73,72,72,71,70,70,70,70,60,"
Dead Island," PlayStation 3, Xbox 360","Console Monster,Extreme Gamer,CD-Action,3DJuegos,Impulsegamer,Vandal,Playstation Official Magazine Australia,Giant Bomb,Everyeye.it,XGN,SpazioGames,GamePro,IGN,Play UK,PSX Extreme,PSFocus,Gaming Target,PALGN,GamingXP,Digital Chumps,Cheat Code Central,PlayStation Universe,Playstation Official Magazine UK,Eurogamer Portugal,Playstation: The Official Magazine (US),PlayStation LifeStyle,TheSixthAxis,GameSpot,Eurogamer Italy,Eurogamer Sweden,Gamereactor Sweden,Game Revolution,1UP,Gamer.nl,GamerNode,VideoGamer,GameWatcher,Worth Playing,Metro GameCentral,PSM3 Magazine UK,Gamestyle,GamingTrend,Planet Xbox 360,ZTGD,TeamXbox,XboxAddict,Game Chronicles,Impulsegamer,Game Informer,GameTrailers,Xbox Achievements,3DJuegos,Vandal,AusGamers,Armchair Empire,DarkStation,The Escapist,Giant Bomb,Guardian,Gamereactor Denmark,XGN,SpazioGames,GamePro,Official Xbox Magazine,Multiplayer.it,Meristation,IGN,Games Master UK,GamingXP,GameFocus,Gaming Nexus,Gameplanet,GameCritics,GameOver.gr,Gamer Limit,GameShark,MondoXbox,Gaming Age,GRYOnline.pl,Cheat Code Central,Totally360,X-ONE Magazine UK,Eurogamer Spain,IncGamers,RPG Fan,GameSpot,GamesRadar+,games(TM),Gamereactor Sweden,Official Xbox Magazine UK,Destructoid,NZGamer,Game Revolution,The A.V. Club,1UP,Bit-Gamer,Gamer's Hell,Gamer.nl,Machinima,Computer and Video Games,Level7.nu,GamerNode,Worth Playing,Telegraph,VideoGamer,Digital Spy,GameWatcher,Gameblog.fr,Joystiq,Eurogamer,Xbox World 360 Magazine UK,RPGamer,D+PAD Magazine,DarkZero,Gamekult,Edge Magazine","88,86,85,84,83,81,80,80,80,80,80,80,80,79,79,77,76,75,75,72,72,70,70,70,70,70,70,70,70,70,70,67,67,65,60,60,60,55,50,40,40,93,91,90,90,88,85,85,85,85,84,84,81,81,80,80,80,80,80,80,80,80,80,80,80,80,80,78,78,76,75,75,75,75,75,75,75,75,75,72,70,70,70,70,70,70,70,70,70,70,70,69,67,67,67,65,65,65,65,65,60,60,60,60,60,60,60,60,60,60,55,50,50,50,50,30"
Nintendogs + Cats: Toy Poodle & New Friends, 3DS,"Armchair Empire,Official Nintendo Magazine UK,PALGN,Games Master UK,GamePro,Nintendo Life,Guardian,N-Europe,Nintendo Gamer,GamingXP,Nintendo Power,Destructoid,GameSpot,Vandal,Multiplayer.it,Cheat Code Central,Da Gameboyz,SpazioGames,GameTrailers,NintendoWorldReport,Eurogamer Portugal,Everyeye.it,Cubed3,Gamer.nl,GameFocus,Telegraph,GamesRadar+,Pocket Gamer UK,Eurogamer Italy,IGN,Meristation,Metro GameCentral,Eurogamer,Edge Magazine,GameShark,Game Informer,Level7.nu,Video Game Talk,Eurogamer Spain,VideoGamer,Gamereactor Sweden,games(TM),Eurogamer Sweden","90,84,80,80,80,80,80,80,80,78,75,75,75,75,74,74,73,72,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,67,65,60,60,60,60,60,60,50"
Oceanhorn 2: Knights of the Lost Realm, Switch,"Nintenderos,TheSixthAxis,Video Chums,Nintendo Enthusiast,NintendoWorldReport,4Players.de,Gaming Age,Gaming Nexus,Vandal,GameCritics,GamingTrend,Switch Player,Nintendo Life,Screen Rant,Game World Navigator Magazine,Cubed3","85,80,80,80,80,78,75,74,74,70,65,60,60,60,56,50"
Fallen Earth: Welcome to the Apocalypse, PC,"Pelit (Finland),GamesNation,IGN,Computer Games Online RO,Impulsegamer,Multiplayer.it,Eurogamer,GameShark,GameSpot,Digital Chumps,PC Gamer UK","86,82,81,80,75,70,70,67,60,56,55"
Anarchy Reigns, PlayStation 3,"DarkZero,Metro GameCentral,Hardcore Gamer,Eurogamer,Game Over Online,Eurogamer Sweden,PlaySense,Telegraph,PlayStation LifeStyle,Multiplayer.it,Vandal,3DJuegos,Game Informer,Official PlayStation Magazine Benelux,Computer and Video Games,Games.cz,The Digital Fix,Critical Hit,Playstation Official Magazine Australia,DarkStation,LaPS4,The Escapist,Eurogamer Germany,PSX Extreme,Eurogamer Portugal,GameOver.gr,Digital Spy,Playstation Official Magazine UK,games(TM),Edge Magazine,IGN,Gamer.nl,COGconnected,Gamer.no,InsideGamer.nl","90,90,90,90,80,80,80,80,80,80,80,76,75,74,73,70,70,70,70,70,70,70,70,68,60,60,60,60,60,60,59,55,55,50,40"
Kirby: Squeak Squad, DS,"AceGamez,Cheat Code Central,AtomicGamer,GamePro,IGN,Game Informer,GameSpot,Nintendo Power,Da Gameboyz,1UP,Yahoo!,GamesRadar+,Deeko,GameSpy,Gamestyle,Pocket Gamer UK,Edge Magazine,The Sydney Morning Herald,Official Nintendo Magazine UK,games(TM),eToychest,Electronic Gaming Monthly,GameTrailers,NintendoWorldReport,Modojo,G4 TV,Eurogamer,Nintendo Gamer,Game Revolution","100,90,87,80,78,78,77,75,75,70,70,70,70,70,70,70,70,70,70,70,69,67,65,60,60,60,60,56,50"
Dead Rising Triple Pack, Xbox One,"ICXM,CGMagazine,GameSpew,MondoXbox,Gaming Age,IGN Spain,Official Xbox Magazine UK,Areajugones,IGN,Stevivor","90,80,80,75,75,75,70,68,65,50"
Echo: Secrets of the Lost Cavern, PC,"BonusStage,Gamer's Hell,CPUGamer,Just Adventure,Game Chronicles,eToychest,IC-Games,GameZone,Worth Playing,Jolt Online Gaming UK,Quandary,Adventure Gamers,Cheat Code Central,AceGamez,Gamers Europe,The New York Times,GameSpot,G4 TV,Deeko,PC Format","90,87,85,83,81,80,78,75,75,72,70,70,70,70,70,65,65,60,60,51"
Bound, PlayStation 4,"Digitally Downloaded,PSNStores,NZGamer,Areajugones,4Players.de,Edge Magazine,Game Revolution,IGN Denmark,Wccftech,Game Rant,Eurogamer Italy,IGN Spain,Gameblog.fr,PlayStation Universe,TheSixthAxis,Meristation,Game Informer,InsideGamer.nl,The Games Machine,Pelit (Finland),Atomix,PlaySense,Critical Hit,Polygon,God is a Geek,games(TM),Hardcore Gamer,Gameplanet,COGconnected,XGN,Eurogamer Poland,Slant Magazine,GameSpew,SpazioGames,Trusted Reviews,GameSpot,LaPS4,Stevivor,IGN,EGM,Vandal,Everyeye.it,M3,Digital Spy,VideoGamer,Kill Screen,Multiplayer.it,IGN Italia,Games Master UK,PlayStation LifeStyle,IGN Sweden,GameOver.gr,Playstation Official Magazine Australia,We Got This Covered,Hobby Consolas,Destructoid,Push Square,GameCritics,The Jimquisition,Time,CD-Action,Gaming Age","100,90,90,90,87,80,80,80,80,80,80,80,80,80,80,80,78,77,77,75,75,75,75,75,75,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,67,67,66,65,65,63,60,60,60,60,60,60,50,50,50,45,42"
Lake, PC,"The Games Machine,Adventure Gamers,Everyeye.it,Gamepressure,NME,Multiplayer.it,IGN Italia,Destructoid,PC Invasion,RPG Fan,GameGrin,Gameblog.fr,GAMINGbible,Vandal,Hey Poor Player,Noisy Pixel,Jeuxvideo.com,Edge Magazine,Worth Playing,Screen Rant,Riot Pixels,Cubed3","90,80,80,80,80,76,75,75,75,73,70,70,70,70,70,70,65,60,60,60,59,50"
ASTRONEER, PC,"The Games Machine,Wccftech,BaziCenter,USgamer,Multiplayer.it,Shacknews,GameStar,Game World Navigator Magazine,Vandal,Riot Pixels,Games.cz,Gameplanet,The Indie Game Website,Critical Hit,GameSpot,Cubed3,GameCritics","81,80,80,80,80,80,77,72,72,70,70,70,70,70,60,50,50"
LEGO Marvel's Avengers," Xbox One, PlayStation 4","ICXM,GameCrate,4Players.de,Official Xbox Magazine UK,TrueAchievements,Softpedia,MondoXbox,Eurogamer Poland,Pure Xbox,Gameblog.fr,Yahoo!,Xbox Achievements,Worth Playing,XGN,High-Def Digest,ZTGD,New York Daily News,We Got This Covered,Arcade Sushi,GamingTrend,COGconnected,IGN Spain,Pelit (Finland),Hobby Consolas,PSNStores,GameGrin,Impulsegamer,GameTrailers,Digital Spy,TheSixthAxis,PlayStation Universe,Examiner,Vandal,Cheat Code Central,Twinfinite,Attack of the Fanboy,Shacknews,GamePro Germany,Game Informer,ActionTrip,Gamers' Temple,LaPS4,Digital Chumps,The Games Machine,PlaySense,Everyeye.it,CGMagazine,InsideGamer.nl,Atomix,Gaming Age,3DJuegos,EGM,Post Arcade (National Post),PlayStation LifeStyle,Wccftech,IGN Italia,GameSpew,Playstation Official Magazine UK,PLAY! Zine,games(TM),The Digital Fix,GameOver.gr,LevelUp,Multiplayer.it,Digitally Downloaded,Power Unlimited,Eurogamer Italy,Brash Games,Push Square,SpazioGames,GameSpot,Games Master UK,IGN,IGN Denmark,Gaming Nexus,Gamer.nl,Critical Hit,God is a Geek,JeuxActu,Play UK,M3,GameCritics,Slant Magazine,Hardcore Gamer,Destructoid,Polygon,GamesRadar+,Metro GameCentral","90,83,82,80,80,80,72,70,70,70,70,70,65,65,60,60,60,40,85,85,84,83,82,82,80,80,80,80,80,80,80,80,80,80,80,80,80,79,78,78,76,76,76,75,75,75,75,75,75,75,75,75,75,75,74,74,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,67,67,65,65,65,65,65,65,60,60,60,60,60,60,55,50,50"
Steep, PlayStation 4,"The Games Machine,PlayStation Universe,Game Informer,AusGamers,4Players.de,Hobby Consolas,Games Master UK,GameGrin,Atomix,SpazioGames,Gamer.nl,Polygon,COGconnected,GameSpew,Multiplayer.it,Eurogamer Italy,IGN Denmark,IGN,Wccftech,IGN Italia,Vandal,CD-Action,Meristation,Areajugones,NZGamer,LaPS4,IGN Sweden,IGN Spain,New Game Network,Edge Magazine,The Digital Fix,Games.cz,Push Square,InsideGamer.nl,PlaySense,Merlin'in Kazanı (Turkey),Metro GameCentral,GamesRadar+,3DJuegos,Gameblog.fr,Everyeye.it,TheSixthAxis,We Got This Covered,Digital Spy,Trusted Reviews,Twinfinite,XGN,CGMagazine,PlayStation LifeStyle,Playstation Official Magazine UK,Playstation Official Magazine Australia,Easy Allies,GameOver.gr,The Escapist,Gameplanet,USgamer,EGM,Critical Hit,God is a Geek,Gamer.no,GameCritics,Stevivor","87,85,85,83,82,81,80,80,80,80,80,80,80,80,80,80,79,79,78,78,78,75,75,75,72,72,72,72,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,65,65,60,60,60,60,60,60,60,60,59,55,50,50,45"
God's Trigger, PlayStation 4,"PlayStation Universe,PLAY! Zine,Daily Star,Vandal,Eurogamer Italy,Screen Rant,IGN Spain,Game Revolution,Wccftech,BaziCenter,Hobby Consolas,DarkStation,Digital Chumps,Playstation Official Magazine UK,GameCritics","85,80,80,80,80,80,80,80,79,75,73,70,60,50,40"
Tower of Guns," Xbox One, PlayStation 4","MondoXbox,Worth Playing,Multiplayer.it,Hardcore Gamer,Gamers' Temple,Softpedia,Hobby Consolas,X-ONE Magazine UK,XGN,4Players.de,Game Rant,Official Xbox Magazine UK,Pure Xbox,SpazioGames,Digitally Downloaded,Game Informer,PlayStation Universe,GameOver.gr,Vandal,Playstation Official Magazine UK,PlaySense,COGconnected,Dealspwn,USgamer,Everyeye.it,Push Square,Gamestyle,ZTGD","81,80,80,80,75,75,71,70,70,70,70,60,60,80,80,78,75,74,72,70,70,70,70,70,69,60,50,30"
Nanostray, DS,"Game Chronicles,BonusStage,Play Magazine,Stuff,Gamezilla!,GameBrink,N-Insanity,VGPub,Gaming Nexus,IGN,Nintendo Power,GamerFeed,Modojo,Game Informer,AceGamez,IC-Games,Armchair Empire,WHAM! Gaming,NintendoWorldReport,Nintendophiles,Jolt Online Gaming UK,GameZone,Cheat Code Central,Deeko,Thunderbolt,NTSC-uk,GameCube Europe,Adrenaline Vault,Eurogamer,Worth Playing,My Gamer,1UP,GameSpot,GameCritics,Gaming Target,netjak,DarkStation,G4 TV,Times Online,Gaming Age,GameSpy,Electronic Gaming Monthly,Edge Magazine","93,88,85,85,85,85,84,82,82,80,80,80,80,80,80,80,79,76,75,75,74,70,70,70,70,70,70,70,70,69,68,65,65,65,65,60,60,60,60,58,50,50,50"
DarkStar One, PC,"Computer Games Magazine,My Gamer,GameSpot,Eurogamer,Boomtown,PC Gamer UK,IGN,GamingExcellence,Digital Entertainment News,Next Level Gaming,eToychest,Pelit (Finland),GamerNode,PC Gameworld,GameZone,GameWatcher,PALGN,Yahoo!,VideoGamer,GamesRadar+,1UP,Gamezilla!,Worth Playing,GameShark,PC Zone UK,Computer Games Online RO,Gaming Nexus,PC Gamer,PC Format,G4 TV,ActionTrip,games(TM),GameSpy","90,84,81,80,80,80,80,80,80,78,78,76,76,73,73,70,70,70,70,70,70,70,70,67,66,66,66,62,60,60,57,50,50"
Job Simulator, PlayStation 4,"Stevivor,We Got This Covered,Digital Chumps,GamingTrend,ZTGD,PlaySense,PlayStation Universe,Destructoid,IGN,Playstation Official Magazine UK,Gameblog.fr,Gamer.no,Hardcore Gamer,Hobby Consolas,Multiplayer.it,XGN,Push Square,Everyeye.it,JeuxActu,games(TM),GameOver.gr","90,90,82,80,80,80,80,75,75,70,70,70,70,70,70,70,70,65,55,50,50"
Payday 2: Crimewave Edition," PlayStation 4, Xbox One","GamePro Germany,Digital Chumps,Everyeye.it,IGN,CGMagazine,LaPS4,3DJuegos,Push Square,Multiplayer.it,Impulsegamer,CD-Action,PlayStation Universe,Vandal,Gamer.nl,Playstation Official Magazine UK,Game Informer,LevelUp,IGN Italia,TheSixthAxis,Digitally Downloaded,GameCrate,Hobby Consolas,Atomix,PlaySense,Critical Hit,The Digital Fix,InsideGamer.nl,Metro GameCentral,Digital Spy,GamesRadar+,","90,86,85,83,80,80,80,80,77,76,75,75,75,70,70,70,70,70,70,70,68,66,65,65,60,60,60,60,60,60,"
Young Thor, PSP,"GamingXP,ZTGD,Gaming Nexus,Kombo,Cheat Code Central,Joystiq,GameFocus,GamingExcellence,NZGamer,TotalPlayStation,GameShark,1UP,GamePro,GamesRadar+","85,85,83,80,80,80,79,75,75,70,67,67,50,50"
The Dark Pictures Anthology: Little Hope," PlayStation 4, Xbox One","CGMagazine,Malditos Nerds,The Digital Fix,TheSixthAxis,PlayStation Universe,Gaming Nexus,PlayStation LifeStyle,RPG Fan,PlaySense,God is a Geek,COGconnected,Player 2,The Games Machine,Game World Navigator Magazine,Het Nieuwsblad,Cubed3,GameOver.gr,Telegraph,Impulsegamer,4Players.de,Eurogamer Italy,Gameblog.fr,Digitally Downloaded,Comicbook.com,Hobby Consolas,GameCrate,MGG,Power Unlimited,Digital Chumps,Everyeye.it,Multiplayer.it,Vandal,Areajugones,Game Informer,DualShockers,3DJuegos,GamingTrend,Cultured Vultures,IGN Italia,LaPS4,Playstation Official Magazine UK,Gamer.nl,GamingBolt,Push Square,GameMAG,JeuxActu,GAMINGbible,Shacknews,Trusted Reviews,XGN,MGG Spain,Critical Hit,Carole Quintaine,SpazioGames,Games.cz,M3,DarkStation,GameSpot,Twinfinite,Slant Magazine,Game Rant,Screen Rant,GamePro Germany,Jeuxvideo.com,Game Revolution,IGN,Metro GameCentral,Siliconera,MondoXbox,Xbox Tavern,SomosXbox,Press Start Australia,TheXboxHub,Xbox Achievements,Stevivor,BaziCenter,TrueGaming,ZTGD,IGN","90,90,90,90,90,85,85,85,85,85,83,83,83,82,80,80,80,80,80,80,80,80,80,80,79,78,75,75,75,75,75,75,75,75,75,75,75,75,73,72,70,70,70,70,70,70,70,70,70,70,67,65,65,63,60,60,60,60,60,60,60,60,55,55,50,50,40,40,85,83,78,75,70,70,70,60,60,50,50"
