name,platform,sources,scores
Emergency Fire Response, PC,"Gamezilla!,IGN,Game Chronicles,Game Over Online,PC Gameworld,Cheat Code Central,Computer Games Magazine,Gamers' Temple,Worth Playing,GameZone,GameSpot,netjak,GameShark,PC Gamer,Armchair Empire","90,84,83,82,82,80,80,79,79,79,79,71,70,70,55"
Downhill Domination, PlayStation 2,"Play Magazine,GameNow,PSM Magazine,Gamezilla!,Cheat Code Central,Armchair Empire,Gamers' Temple,Gamer.tv,GamingTrend,GameZone,GameBiz,GamingWorld X,Game Informer,Gaming Age,Game Over Online,Cinescape,Gamer's Pulse,TotalGames.net,Official U.S. Playstation Magazine,Maxim Online,G4 TV,GamePro,IGN,Yahoo!,GameSpy,TotalPlayStation,Game Power Australia,Electronic Gaming Monthly,GameSpot,Game Revolution,netjak,GMR Magazine,3DAvenue,PSX Nation,IncGamers,Times Online,Edge Magazine,Computer and Video Games,Gamestyle,NTSC-uk","91,91,90,90,90,86,86,86,86,85,84,84,83,83,83,83,82,81,80,80,80,80,80,80,80,80,80,78,75,75,73,70,70,70,65,60,60,60,60,40"
Lunar Legend, Game Boy Advance,"GameNow,Nintendojo,Gamezilla!,Pocket Games,GameZone,Gamers' Temple,Gaming Age,Nintendo Power,GMR Magazine,Electronic Gaming Monthly,GameSpy,GamePro,GameSpot,Game Informer,Game Over Online,GamerWeb Nintendo,IGN,GameCritics,Cheat Code Central,netjak","91,90,90,90,86,83,83,82,80,80,80,80,78,75,75,75,70,70,70,45"
2002 FIFA World Cup, Xbox,"GamePro,GameZone,Official Xbox Magazine,GameSpy,IGN,Xbox Exclusive,GameSpot,Game Informer,Media and Games Online Network,TeamXbox,Game Revolution,GamingTrend,Xbox Nation Magazine,GamerWeb Xbox,GameNow,TotalGames.net,GamePen","90,85,83,83,82,81,80,80,80,78,75,71,70,70,67,65,60"
Breath of Fire, Game Boy Advance,"Gamestyle,Hot Games,Game Over Online,Nintendojo,Game Informer,Nintendo Power,GamePro,Play Magazine,GameSpot,IGN,GamerWeb Nintendo,Electronic Gaming Monthly,GameSpy,Pocket Games,netjak,Yahoo!,Gaming Age","90,90,85,82,80,80,80,80,77,76,75,75,75,75,72,70,67"
Sky Odyssey, PlayStation 2,"Gamezilla!,TotalGames.net,Total Video Games,GamerWeb Sony,TotalPlayStation,IGN,Daily Radar,GameSpot,All Game Guide,Hot Games,Da Gameboyz,CNET Gamecenter,Happy Puppy,GameSpy,Yahoo!,Electric Playground,PSX Nation,GamePro","93,91,90,90,90,90,88,83,80,80,80,80,80,75,70,55,50,50"
Mario Party, Nintendo 64,"GamePro,Games Domain,GamerWeb Nintendo,Gaming Maxx,Electronic Gaming Monthly,Gaming Age,Nintendorks,TotalGames.net,Hot Games,IGN,Nintendojo,Weekly Famitsu,GameSpot,Electric Playground,All Game Guide,Game Revolution","100,90,89,86,86,82,80,80,80,79,79,78,72,70,60,33"
N+, PSP,"Game Informer,Gamer 2.0,GameZone,Gaming Nexus,GameShark,Cheat Code Central,GameFocus,GameDaily,GameSpot,GameSpy,GamesRadar+,GamerNode,Modojo,Gamers' Temple,Hardcore Gamer,IGN,1UP,GamePro,Worth Playing,Everyeye.it,Playstation: The Official Magazine (US)","88,86,85,83,83,82,81,80,80,80,80,80,80,80,80,78,75,70,70,70,60"
Spider-Man 3, DS,"PGNx Media,GameSpy,Game Chronicles,GameZone,IGN,Game Almighty,Yahoo!,GameSpot,Pocket Gamer UK,GamerNode,NintendoWorldReport,Deeko,G4 TV,Nintendo Gamer,Pelit (Finland),Worth Playing,Digital Entertainment News,Nintendo Power,Nintendojo,VideoGamer,Modojo","90,90,86,86,81,80,80,80,80,80,80,80,80,76,76,75,70,70,70,70,60"
Untitled Goose Game, PC,"GameSpace,COGconnected,Gamer.nl,SpazioGames,PC Games,Everyeye.it,PC Gamer,GameSpot,IGN,Gamersky,IGN Italia,GameStar,Press Start Australia,IGN Japan,CD-Action,New Game Network,PC Invasion","96,87,85,80,80,80,80,80,80,78,75,75,75,73,70,70,70"
Silent Hill: Shattered Memories, Wii,"Destructoid,AtomicGamer,NZGamer,Impulsegamer,Universo Nintendo,N-Europe,NintendoWorldReport,Telegraph,DarkZero,Cynamite,Gamer.nl,Eurogamer,Nintendo Life,Pelit (Finland),Gamervision,3DJuegos,Multiplayer.it,Official Nintendo Magazine UK,IGN,Everyeye.it,Games Master UK,XGN,GameTrailers,Gamer Limit,Nintendo Gamer,9Lives,GamesNation,Giant Bomb,Adventure Gamers,games(TM),Meristation,SpazioGames,Vandal,VideoGamer,AceGamez,Nintendo Power,GameSpot,Kombo,Cheat Code Central,Game Revolution,GamerNode,The A.V. Club,Digital Chumps,GamingExcellence,GamesRadar+,GameSpy,PALGN,Game Informer,GameDaily,Edge Magazine,Metro GameCentral,Gamestyle,1UP,GameShark,GameCritics,GamePro","95,94,93,92,90,90,90,90,90,90,90,90,90,89,88,88,87,86,86,85,85,85,85,85,83,83,81,80,80,80,80,80,80,80,80,80,80,80,76,75,75,75,74,74,70,70,65,63,60,60,60,60,58,58,50,50"
Marble Blast Ultra, Xbox 360,"Detroit Free Press,Xbox Evolved,AceGamez,Next Level Gaming,Talk Xbox,Pelit (Finland),Planet Xbox 360,TeamXbox,BonusStage,Official Xbox Magazine,Game Chronicles,WHAM! Gaming,Gaming Target,Eurogamer,GamesRadar+,X-ONE Magazine UK,Thunderbolt,Xbox Solution,GameShark,VGPub,Console Monster,Extreme Gamer,360 Gamer Magazine UK,PALGN,IGN,GameSpot,MS Xbox World","100,90,90,89,89,88,88,87,87,85,83,80,80,80,80,80,80,79,75,75,72,70,70,70,69,68,60"
echochrome ii, PlayStation 3,"Digital Chumps,Vandal,NZGamer,PlayStation LifeStyle,GameFocus,TotalPlayStation,PSM3 Magazine UK,Play UK,1UP,GamingXP,PSFocus,LEVEL (Czech Republic),Games Master UK,Playstation Official Magazine UK,MEGamers,Edge Magazine,Eurogamer,Everyeye.it,XGN,GameZone,GameSpot,Gaming Age,Game Informer,Playstation: The Official Magazine (US),Eurogamer Portugal,Metro GameCentral,Video Game Talk,IGN","92,90,90,90,86,85,84,83,83,82,81,80,80,80,80,80,80,78,75,75,75,75,73,70,70,70,70,70"
The Metronomicon, PC,"GameWatcher,GamingTrend,COGconnected,Worth Playing,RPGamer,Hardcore Gamer,We Got This Covered,PLAY! Zine,Hooked Gamers,SpazioGames,GameGrin,GameCritics","90,90,85,80,80,80,80,75,73,70,70,70"
Pro Evolution Soccer 2011, Xbox 360,"RealGamer,IGN,Level7.nu,Eurogamer Italy,MondoXbox,Game Informer,Videogameszone.de,GameTrailers,Official Xbox Magazine,Vandal,Everyeye.it,Digital Chumps,MEGamers,Play.tm,Worth Playing,Xbox World Australia,GameFocus,The Escapist,MS Xbox World,Gamer.nl,XGN,Telegraph,Total Video Games,Gameblog.fr,Eurogamer Spain,GameSpot,Official Xbox Magazine UK,SpazioGames,Games Master UK,Xbox World 360 Magazine UK,IncGamers,GameWatcher,Console Monster,Meristation,VideoGamer,Eurogamer,Gamekult,1UP,Destructoid,Xbox Achievements,Guardian,X-ONE Magazine UK,GameZone","90,90,90,90,90,90,86,86,85,85,85,84,83,82,81,81,80,80,80,80,80,80,80,80,80,80,80,80,79,79,78,75,75,75,70,70,70,67,65,60,60,60,50"
Blizzard Arcade Collection, PC,"Worth Playing,Everyeye.it,Shacknews,Vandal,GamingTrend,Eurogamer Italy,Jeuxvideo.com","90,90,80,75,75,70,70"
Spellbreak, PC,"Wccftech,God is a Geek,DarkZero,Attack of the Fanboy,GamingTrend,Malditos Nerds,IGN,Eurogamer Italy,MMORPG.com,PCMag,PC Invasion,Windows Central,TheGamer,GameGrin,CD-Action,Game Revolution,Jeuxvideo.com,Multiplayer.it","90,85,80,80,80,80,80,80,80,80,80,80,80,75,75,70,70,65"
Wasteland 3, PlayStation 4,"Hobby Consolas,Multiplayer.it,XGN,PLAY! Zine,PlayStation Universe,Digital Chumps,LaPS4,Playstation Official Magazine UK,Digitally Downloaded,PlayStation Country,Push Square,Metro GameCentral,Finger Guns,Jeuxvideo.com,Gamers Heroes,PlaySense,Guardian","90,88,85,85,85,84,83,80,80,80,80,80,80,75,70,65,60"
Rival Megagun, PlayStation 4,"PlayStation LifeStyle,IGN Spain,PlayStation Universe,PlayStation Country,Gamers Heroes,COGconnected,Video Chums","85,80,80,80,80,73,72"
The Book of Unwritten Tales 2, Xbox One,"Vandal,Pure Xbox,ZTGD,3DJuegos,Brash Games,We Got This Covered,GameCrate","85,80,80,80,80,80,65"
Tom Clancy's Rainbow Six Siege, PC,"PC Gamer,4Players.de,Riot Pixels,LevelUp,Pelit (Finland),AusGamers,Softpedia,GameStar,COGconnected,Game World Navigator Magazine,PCWorld,Games.cz,Brash Games,Guardian,Hooked Gamers,Game Revolution,Forbes,GameSpot,USgamer,God is a Geek,JeuxActu,3DJuegos,IGN,Hobby Consolas,Ragequit.gr,PLAY! Zine,Gameplanet,GRYOnline.pl,IGN Spain,CD-Action,Gamer.no,GamingTrend,Game Informer,Meristation,Everyeye.it,GamesRadar+,Hardcore Gamer","90,89,88,87,86,86,85,83,83,80,80,80,80,80,80,80,80,80,80,80,80,80,79,79,78,75,75,75,75,70,70,70,70,70,70,70,50"
The Settlers 7: Paths to a Kingdom, PC,"BigPond GameArena,Gamers.at,InsideGamer.nl,GameStar,Pelit (Finland),CPUGamer,Game Informer,3DJuegos,Computer Games Online RO,PC Games,Metro GameCentral,VideoGamer,Eurogamer Italy,Multiplayer.it,Vandal,Eurogamer,LEVEL (Czech Republic),GameWatcher,Level7.nu,PC PowerPlay,Gamer.nl,Everyeye.it,PC Format,Play.tm,GameZone,GameSpot,Gameplanet,Absolute Games,PC Zone UK,PC Gamer,Gamer.no,IGN,Gamereactor Sweden","90,88,88,88,86,86,85,85,84,84,80,80,80,80,80,80,80,80,80,80,80,78,78,77,75,75,75,75,74,70,70,60,50"
RollerCoaster Tycoon 3: Soaked!, PC,"PC Gamer,Gamers' Temple,GameZone,IGN,Game Over Online,Games Radar,GameSpot,Cheat Code Central,Thunderbolt,GameSpy,Times Online,The Sydney Morning Herald,IC-Games,PC Format,GamerFeed,PC Gameworld,Computer and Video Games,Eurogamer,Game Informer,Computer Games Magazine,Pelaaja (Finland),Game Chronicles,Jolt Online Gaming UK","91,90,85,82,82,82,81,80,80,80,80,80,80,80,80,77,72,70,70,70,70,70,68"
Subnautica: Below Zero, PlayStation 5,"Gaming Nexus,Noisy Pixel,Atomix,Multiplayer.it,Digital Chumps,PlayStation Universe,Vandal,Edge Magazine,GameCritics,MGG Spain,PlayStation LifeStyle,COGconnected,Jeuxvideo.com,Washington Post,PLAY,Metro GameCentral,Push Square","95,90,86,85,85,85,81,80,80,80,80,80,80,70,70,70,70"
BlazBlue: Cross Tag Battle, Switch,"Nintendo Insider,GameSpot,Nintendo Life,NintendoWorldReport,Gaming Age,IGN,FNintendo,Meristation,Nintenderos,IGN Spain,CGMagazine,God is a Geek,Everyeye.it,Pocket Gamer UK,Switch Player,Cubed3,USgamer","90,90,90,85,83,83,80,80,80,80,80,80,75,70,60,60,60"
Rune Factory Frontier, Wii,"GameZone,RPG Fan,Nintendo Gamer,GamingXP,Nintendojo,Official Nintendo Magazine UK,Everyeye.it,Cheat Code Central,IGN,Games Master UK,Worth Playing,Zentendo,Kombo,Cubed3,NintendoWorldReport,Eurogamer Italy,Gamereactor Denmark,Eurogamer,IGN UK,Nintendo Life,Meristation,3DJuegos,D+PAD Magazine,Multiplayer.it,Vandal,Nintendo Power,Destructoid,SpazioGames,RPGamer,Gamer.no,Gamekult,Metro GameCentral,Game Informer,AceGamez","90,88,88,86,85,85,85,84,83,81,80,80,80,80,80,80,80,80,80,80,80,80,80,78,78,75,75,74,70,70,70,70,68,40"
Mantis Burn Racing, Xbox One,"TheXboxHub,GameGrin,XboxAddict,TrueAchievements,ICXM,GameSpew,COGconnected,ZTGD,MondoXbox","80,80,80,80,80,80,78,75,74"
Mighty Switch Force!, 3DS,"GameShark,1UP,Eurogamer Germany,Modojo,Nintendo Life,Official Nintendo Magazine UK,Vandal,Destructoid,Nintendojo,Multiplayer.it,D+PAD Magazine,Eurogamer Portugal,Eurogamer Italy,Eurogamer,NintendoWorldReport,Gamer Limit,IGN,Metro GameCentral,3DJuegos,Everyeye.it,Games Master UK,XGN,SpazioGames,GameSpot,The A.V. Club,Gamekult,Edge Magazine,Pocket Gamer UK,Gameblog.fr,Nintendo Gamer","100,91,90,90,90,86,85,85,83,82,80,80,80,80,80,80,80,80,78,78,75,75,75,75,75,70,70,70,60,59"
EVERSPACE, PC,"Gaming Nexus,GameSpew,Game Revolution,PC Invasion,IGN Italia,Multiplayer.it,PC Games,Games.cz,3DJuegos,Eurogamer Italy,GameStar,Areajugones,The Games Machine,SpazioGames,Game World Navigator Magazine,CD-Action,Riot Pixels,GameOver.gr","90,90,90,90,86,85,82,80,80,80,80,80,80,75,71,70,61,60"
Ni no Kuni II: Revenant Kingdom - Prince's Edition, Switch,"Gaming Age,NintendoWorldReport,Pure Nintendo,Universo Nintendo,Gfinity,Nintendo Life,GAMES.CH,Hobby Consolas,COGconnected,Gaming Nexus,Nintendo Force Magazine,GamingTrend,CGMagazine,Areajugones,RPGamer,Nintenderos,Impulsegamer,Hardcore Gamer,GameCritics,GameOver.gr,Nintendo Enthusiast,Vandal,Screen Rant,Jeuxvideo.com,Eurogamer Italy,The Games Machine,Merlin'in Kazanı (Turkey),Multiplayer.it,TierraGamer,MMORPG.com,Everyeye.it,RPG Fan,Starbit,MGG,The Mako Reactor,IGN France,Pocket Tactics,PlaySense","100,95,90,90,90,90,89,89,88,88,85,85,85,85,80,80,80,80,80,80,80,80,80,80,80,78,77,77,76,75,75,72,70,70,70,70,60,50"
Angry Birds VR: Isle of Pigs, PC,"Road to VR,COGconnected,UploadVR,TheSixthAxis,Digital Chumps,GMW3,Gamer.nl,GameCritics,Game Informer","85,85,80,80,80,80,80,75,73"
Dark Souls II: Crown of the Old Iron King, PC,"DarkStation,IncGamers,GameTrailers,3DJuegos,Pelit (Finland),Polygon,SpazioGames,Everyeye.it,PC Gamer,Digital Chumps,USgamer,LevelUp,Digitally Downloaded,Hardcore Gamer,Metro GameCentral","90,90,88,85,84,80,80,80,80,80,80,79,70,70,60"
TrackMania 2 Valley, PC,"GameStar,LEVEL (Czech Republic),Eurogamer,Multiplayer.it,Hooked Gamers,DarkZero,Eurogamer Germany","85,80,80,80,74,70,70"
Skies of Fury DX, Switch,"Switch Player,GamingTrend,NintendoWorldReport,Worth Playing,FNintendo,Vooks,Nintendo Life,Video Chums,Cubed3,Nintendo Enthusiast,COGconnected,DarkStation","90,90,90,80,80,80,80,72,70,70,69,60"
State of Decay, PC,"PC PowerPlay,Eurogamer Germany,Multiplayer.it,GameStar,4Players.de,Hooked Gamers,IncGamers,Riot Pixels,PC Gamer","90,90,89,82,78,75,70,69,63"
Rock Band 3, DS,"IGN,Nintendo Gamer,Official Nintendo Magazine UK,NZGamer,Multiplayer.it,Game Revolution,NintendoWorldReport,GameSpot","85,84,80,80,75,75,75,70"
Alba: a Wildlife Adventure, PC,"PC Invasion,Finger Guns,TheSixthAxis,God is a Geek,Game Informer,Meristation,Vandal,Screen Rant,Edge Magazine,Gamersky,Eurogamer Italy,GAMINGbible","90,90,90,85,80,80,80,80,70,70,70,70"
High Hell, PC,"PC PowerPlay,COGconnected,GameStar,Gameblog.fr,New Game Network,Gaming Nexus,Gamer.nl,We Got This Covered,SpazioGames,Hardcore Gamer,Destructoid,Meristation,CGMagazine,The Overpowered Noobs,CD-Action","90,87,81,80,80,80,80,80,80,80,80,75,75,70,35"
Tom Clancy's The Division 2: Warlords of New York, PC,"TheGamer,GamingTrend,GameSpace,Ragequit.gr,4Players.de,MMORPG.com,GameGrin,TheSixthAxis,PC Games,Gamersky,Multiplayer.it,IGN,XGN,Gamer.no,JeuxActu,Jeuxvideo.com,GameWatcher,Everyeye.it,Daily Star","100,90,90,86,83,82,80,80,80,80,80,80,75,70,70,70,65,60,60"
EA Sports UFC 2, PlayStation 4,"Examiner,Game Over Online,Impulsegamer,PlaySense,TheSixthAxis,God is a Geek,Games Master UK,Game Informer,PlayStation LifeStyle,Cheat Code Central,Gaming Age,Atomix,NZGamer,CD-Action,Play UK,GameOver.gr,Games.cz,The Games Machine,Worth Playing,Gamer.nl,InsideGamer.nl,Eurogamer Poland,PlayStation Universe,LevelUp,Attack of the Fanboy,Multiplayer.it,LaPS4,Meristation,Game World Navigator Magazine,GamingTrend,3DJuegos,Power Unlimited,Playstation Official Magazine Australia,Playstation Official Magazine UK,DarkStation,IGN,Washington Post,Push Square","100,95,90,90,90,90,85,85,85,84,83,82,81,80,80,80,80,80,80,80,80,80,80,80,80,80,78,78,77,75,75,71,70,70,70,64,60,60"
F1 2013, Xbox 360,"SpazioGames,GamesRadar+,Games Master UK,Everyeye.it,MondoXbox,Xbox Achievements,X-ONE Magazine UK,Official Xbox Magazine UK,Destructoid,Gameplanet,Official Xbox Magazine,Eurogamer Spain,IGN,3DJuegos,Guardian,God is a Geek,Metro GameCentral,Digital Spy,GameSpot,Gameblog.fr,VideoGamer,4Players.de,Gamer.nl,Game Informer,GameOver.gr,The Digital Fix,Eurogamer,LEVEL (Czech Republic),Games.cz","90,90,89,88,88,85,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,75,73,70,70,70,60,60"
LEGO Harry Potter: Years 1-4, PC,"PC Zone UK,PC Gamer UK,IGN,Gamers.at,GameStar,GamingExcellence,3DJuegos,Cheat Code Central,GameSpot,GamerNode,PC Games,LEVEL (Czech Republic),Gamekult,Absolute Games,PC Format","87,85,85,85,83,82,81,80,80,80,80,80,60,59,55"
World of Warcraft: Battle for Azeroth, PC,"SpazioGames,Hooked Gamers,Game Informer,Power Unlimited,PC Gamer,Hobby Consolas,Softpedia,Everyeye.it,GamesBeat,Vandal,GameStar,IGN Italia,Ragequit.gr,GamingTrend,Gameplanet,PCGamesN,The Escapist,JeuxActu,Multiplayer.it,Critical Hit,3DJuegos,PCWorld,USgamer,IGN,Game Rant,Trusted Reviews,Destructoid,Jeuxvideo.com,GRYOnline.pl,4Players.de,DualShockers,CD-Action,GameSpot,GameSpew,GameOver.gr,Digital Trends,LEVEL (Czech Republic),Stevivor,GameWatcher","90,90,88,87,86,85,85,85,85,84,83,83,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,75,75,75,70,70,70,70,70,60,50,50"
Mirror's Edge, PlayStation 3,"1UP,Playstation Official Magazine UK,Computer and Video Games,VideoGamer,3DJuegos,Meristation,PSX Extreme,NZGamer,Gamer 2.0,Gamer.nl,PGNx Media,Level7.nu,Jolt Online Gaming UK,InsideGamer.nl,GameZone,GamingXP,MEGamers,Game Chronicles,IGN AU,GameFocus,Kombo,Gameplanet,PTGamers,GamingExcellence,PSM3 Magazine UK,GameTrailers,IGN UK,Electronic Gaming Monthly,Vandal,Cheat Code Central,GameSpy,Game Informer,GamePro,G4 TV,DarkStation,D+PAD Magazine,TheSixthAxis,Playstation: The Official Magazine (US),ZTGD,Game Over Online,DailyGame,Playstation Official Magazine Australia,Gamervision,Games Master UK,Cynamite,Eurogamer Portugal,GameShark,Gaming Age,Console Monster,IGN,Play UK,GameSpot,Total Video Games,GameDaily,Worth Playing,PS3bloggen.se,DarkZero,AceGamez,PALGN,Play.tm,PlayStation Universe,Gamers' Temple,Game Revolution,Thunderbolt,Edge Magazine,Variety","91,90,90,90,90,90,90,90,90,90,90,90,90,90,88,87,87,87,85,85,85,85,85,85,84,83,83,83,83,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,75,75,75,74,71,70,70,70,70,70,70,70,70,65,65,62,50,50,50,45"
The Gardens Between, Switch,"GamingTrend,Nintendo Enthusiast,NintendoWorldReport,Worth Playing,Meristation,Games Master UK,games(TM),Pocket Gamer UK,The Sydney Morning Herald,We Got This Covered,Vooks,USgamer,Nintendo Life,GameSpot,Jeuxvideo.com,Nintendo Force Magazine,4Players.de,Nintenderos,Nintendo Insider,FNintendo,Cubed3,Gamer.nl,Gameblog.fr","95,90,90,88,85,82,80,80,80,80,80,80,80,80,75,75,73,71,70,70,70,70,60"
Sid Meier's Civilization VI: Rise and Fall, PC,"Cubed3,SpazioGames,IGN Italia,Everyeye.it,COGconnected,Polygon,GameStar,Vandal,PC Games,Multiplayer.it,The Games Machine,3DJuegos,AusGamers,Wccftech,Stevivor,Gamersky,IGN Spain,Game Informer,Hobby Consolas,Meristation,GamesBeat,PC PowerPlay,Gaming Nexus,XGN,Impulsegamer,USgamer,CGMagazine,Twinfinite,Metro GameCentral,The Digital Fix,PC Gamer,GameSpot,IGN,Game Over Online,GRYOnline.pl,Gamer.nl,Worth Playing,4Players.de,Gameblog.fr,JeuxActu,Gamer.no,PCGamesN,Eurogamer Italy,Digital Trends,Games.cz,Strategy Gamer,Riot Pixels,LEVEL (Czech Republic)","90,90,90,90,90,90,89,88,88,88,88,85,85,85,85,85,85,83,83,82,82,80,80,80,80,80,80,80,80,80,80,80,78,75,75,75,70,70,70,70,70,70,70,70,60,60,60,40"
Mechstermination Force, Switch,"Pure Nintendo,NintendoWorldReport,Nintendo Insider,The Sydney Morning Herald,GameCritics,3DJuegos,Nintendojo,Vandal,Cubed3,DualShockers,FNintendo,GamingTrend,Nintenderos,Video Chums,GameSpew,Pocket Gamer UK,Screen Rant,TheSixthAxis,Vooks,The Indie Game Website,Nintendo Life,COGconnected,Meristation,Everyeye.it,Destructoid,Game Informer,God is a Geek,Gaming Nexus,GameSpace,Metro GameCentral,Nintendo Enthusiast,Switch Player","90,90,90,85,85,85,83,82,80,80,80,80,80,80,80,80,80,80,80,80,80,79,77,75,75,75,75,74,70,70,70,60"
Blue Dragon, Xbox 360,"GamePro,Digital Entertainment News,Cheat Code Central,Computer and Video Games,360 Gamer Magazine UK,Play Magazine,games(TM),Official Xbox Magazine UK,IC-Games,Game Informer,Deeko,ZTGD,GotNext,Video Game Talk,GameBrink,GameZone,Jolt Online Gaming UK,Games Master UK,Xbox World 360 Magazine UK,TeamXbox,Extreme Gamer,Pelit (Finland),Planet Xbox 360,Worth Playing,Xbox World Australia,GamesRadar+,GameSpy,DailyGame,GamingExcellence,Gamers Europe,AceGamez,IGN,RPG Fan,Official Xbox Magazine,GameTrailers,Hardcore Gamer,PALGN,Gaming Age,GameShark,Gaming Target,Da Gameboyz,X-ONE Magazine UK,Xboxic,Gaming Nexus,Armchair Empire,Kombo,Electronic Gaming Monthly,Game Almighty,1UP,Gamer 2.0,Edge Magazine,NTSC-uk,GameSpot,G4 TV,Talk Xbox,Eurogamer","95,93,92,90,90,90,90,90,90,90,90,90,90,90,88,88,87,86,85,85,85,83,82,82,81,80,80,80,80,80,80,79,77,75,75,75,75,75,75,74,73,70,70,70,70,69,68,67,65,64,60,60,60,60,59,50"
Final Fight: Double Impact, PlayStation 3,"Play UK,VideoGamer,GameFocus,Gamer 2.0,IGN,ZTGD,Digital Chumps,GameZone,Game Over Online,Game Chronicles,Gamervision,Gaming Nexus,1UP,Hardcore Gamer,Multiplayer.it,Playstation Official Magazine Australia,GamerNode,Game Informer,Extreme Gamer,Gamereactor Sweden,Destructoid,Metro GameCentral,Vandal,Giant Bomb,Eurogamer Spain,Cheat Code Central,Console Monster,GameSpot,3DJuegos,Playstation Official Magazine UK,Meristation,D+PAD Magazine,PSM3 Magazine UK,The Escapist,Games Master UK,XGN","90,90,90,90,88,88,86,85,85,85,85,83,83,80,80,80,80,80,80,80,80,80,80,80,80,76,75,75,73,70,70,70,67,60,60,50"
Curse of the Dead Gods, PlayStation 4,"GamePro Germany,Digital Chumps,WellPlayed,Everyeye.it,Games.cz,Video Chums,GameSpew,PlayStation Universe,Wccftech,Playstation Official Magazine UK,Push Square","85,85,85,82,80,80,80,80,75,70,70"
Olija, Xbox One,"Xbox Tavern,TheXboxHub,XboxAddict,Jeuxvideo.com,The Games Machine,GameSpot,IGN Italia,New Game Network,IGN","92,90,83,80,80,80,75,72,70"
Mafia: Definitive Edition, Xbox One,"TheXboxHub,Windows Central,SomosXbox,MGG Spain,IGN Spain,Stevivor,Generación Xbox,Vandal,Xbox Tavern,Attack of the Fanboy,EGM,GameSpew,Jeuxvideo.com,GameMAG,IGN,Xbox Achievements,Video Chums,MondoXbox,GameSkinny,Guardian,We Got This Covered","90,90,90,85,85,85,83,82,81,80,80,80,80,80,80,80,78,75,70,60,50"
Moving Out, PC,"Hooked Gamers,Worth Playing,PC Games,Slant Magazine,PC Invasion,IGN,IGN Italia,CD-Action","90,80,80,80,80,80,70,65"
WRC 8 FIA World Rally Championship, PlayStation 4,"PlayStation LifeStyle,Gaming Nexus,God is a Geek,PlayStation Universe,IGN,InsideGamer.nl,Cubed3,PLAY! Zine,PlaySense,GameOver.gr,Gameblog.fr,PlayStation Country,Jeuxvideo.com,Game Revolution,Multiplayer.it,LaPS4,Impulsegamer,JeuxActu,The Games Machine,Playstation Official Magazine UK,TheSixthAxis,Everyeye.it,Vandal,Push Square","90,85,85,85,84,82,80,80,80,80,80,80,80,80,78,77,76,75,73,70,70,70,70,70"
Druidstone: The Secret of the Menhir Forest, PC,"Ragequit.gr,RPG Fan,4Players.de,RPG Site,Softpedia,The Indie Game Website,Multiplayer.it,GameOver.gr,Game World Navigator Magazine","91,85,80,80,80,80,70,70,69"
God's Trigger, Xbox One,"TheXboxHub,GameSpew,Video Chums,Xbox Tavern,COGconnected,God is a Geek,Official Xbox Magazine UK","90,90,90,90,88,80,50"
Tacoma, PlayStation 4,"PlayStation LifeStyle,IGN Spain,Playstation Official Magazine UK,SpazioGames,Push Square,DualShockers,PlayStation Universe,PlaySense,PSX Extreme","90,85,80,80,80,75,75,70,70"
Call of Duty: WWII, PlayStation 4,"Digital Chumps,GamesBeat,Playstation Official Magazine UK,Forbes,GameGrin,Vgames,GameSpot,AusGamers,Impulsegamer,Gamers' Temple,God is a Geek,Hardcore Gamer,JeuxActu,PlayStation LifeStyle,PlaySense,Attack of the Fanboy,GamingTrend,Atomix,Game Informer,The Games Machine,Worth Playing,Wccftech,LaPS4,Areajugones,DualShockers,XGN,Meristation,NZGamer,IGN Italia,Multiplayer.it,COGconnected,Critical Hit,EGM,Power Unlimited,Hobby Consolas,IGN Spain,Vandal,GRYOnline.pl,BaziCenter,Cubed3,Gamer.nl,DarkStation,PlayStation Country,4Players.de,TheSixthAxis,PlayGround.ru,IGN,Twinfinite,Digital Trends,Trusted Reviews,Stevivor,3DJuegos,SpazioGames,Everyeye.it,GamesRadar+,Telegraph,Eurogamer Italy,Gameblog.fr,GameOver.gr,LevelUp,Gaming Age,InsideGamer.nl,Games Master UK,CD-Action,The Digital Fix,FANDOM,IBTimes UK,Gameplanet,Push Square,Game Revolution,Destructoid,Polygon,Metro GameCentral,M3,Gaming Nexus,games(TM),Merlin'in Kazanı (Turkey),PSX Extreme,Giant Bomb,Washington Post,Guardian,PlayStation Universe,Slant Magazine","95,94,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,88,88,86,85,85,85,85,85,85,85,85,85,85,85,85,85,84,84,83,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,75,75,75,75,71,70,70,70,70,70,70,70,70,70,70,70,65,60,60,60,60,60,60,50,50"
