name,platform,sources,scores
Tokobot, PSP,"Play Magazine,GamePro,Cheat Code Central,BonusStage,Game Informer,GameSpot,GameBrink,GamerFeed,Yahoo!,games(TM),AceGamez,PSX Extreme,Game Chronicles,IGN,Deeko,PSM Magazine,Official U.S. Playstation Magazine,DarkStation,GamesRadar+,Jolt Online Gaming UK,1UP,G4 TV,Official Playstation 2 Magazine UK,Eurogamer,IncGamers,Electronic Gaming Monthly,GameSpy,Edge Magazine,VideoGamer,RewiredMind","90,90,88,86,83,82,81,80,80,80,80,78,78,75,75,70,70,70,70,66,60,60,60,60,60,52,50,50,50,50"
Stubbs the Zombie in Rebel Without a Pulse, PC,"Play Magazine,Stuff,Armchair Empire,Computer Gaming World,GameSpot,PC Gamer,CPUGamer,IGN,ActionTrip,The Sydney Morning Herald,Thunderbolt,IC-Games,Computer and Video Games,Edge Magazine,Computer Games Magazine,AceGamez,PC Format","85,85,84,80,77,77,77,75,73,70,70,65,62,60,60,60,53"
Baldur's Gate and Baldur's Gate II: Enhanced Editions, Switch,"CGMagazine,God is a Geek,Cubed3,Pure Nintendo,GameSpace,Nintendo Life,Vandal,Hobby Consolas,FNintendo,Gameblog.fr,Nintenderos,Switch Player","90,85,80,80,80,80,75,75,70,60,55,50"
NAIRI: Tower of Shirin, Switch,"DarkStation,Worth Playing,NintendoWorldReport,Nintendo Life,Nintendo Enthusiast,DualShockers,Cubed3,FNintendo,GameSpace,COGconnected,Switch Player,GameCritics","90,80,80,80,75,75,70,70,70,70,50,50"
Leo's Fortune, Xbox One,"Worth Playing,Brash Games,Gaming Nexus,Pure Xbox,We Got This Covered,GameCrate,MondoXbox,Xbox Achievements,DarkStation,GameCritics,Digital Chumps,Official Xbox Magazine UK","80,80,80,80,80,78,77,75,70,70,70,50"
Samurai Shodown II, Xbox 360,"Eurogamer,TeamXbox,IGN,Giant Bomb,Xbox World 360 Magazine UK,X-ONE Magazine UK,1UP,Official Xbox Magazine,Meristation,GamingExcellence,GamePro,Games Master UK","80,80,80,80,80,80,75,75,65,60,50,49"
NASCAR The Game: Inside Line, Xbox 360,"Digital Chumps,ZTGD,COGconnected,Game Informer,Official Xbox Magazine,Machinima,Planet Xbox 360","80,75,74,73,70,70,65"
Tom Clancy's Rainbow Six 3: Athena Sword, PC,"Worth Playing,PC Gamer,Game Chronicles,IGN,GameSpot,PC Format,GameSpy,Game Informer,Computer and Video Games,Yahoo!,Computer Games Magazine,ActionTrip,1UP,Computer Gaming World,Cheat Code Central,G4 TV","80,80,80,78,78,76,75,73,72,70,70,69,65,60,60,60"
Commandos 3: Destination Berlin, PC,"Next Level Gaming,Game Chronicles,Gamer's Hell,IGN,GameZone,ActionTrip,GamePro,PC Arena,Eurogamer,GameSpot,Game Over Online,PC Gamer,Gamer.tv,PC Format,GameSpy,Yahoo!,games(TM),PC Gameworld,Game Revolution,Edge Magazine,Game Informer,GMR Magazine,Computer Gaming World,Computer Games Magazine","90,90,90,89,89,85,80,80,80,79,78,78,77,77,75,70,70,68,67,60,60,50,40,30"
Project Eden, PC,"IGN,Gamer's Pulse,GameSpy,Electric Playground,GameZone,GameSpot,ActionTrip,Four Fat Chicks,Yahoo!,Adrenaline Vault,Computer Games Magazine,Game Revolution,Next Generation Magazine,PC Gamer,Computer Gaming World","90,83,81,80,78,78,76,75,70,70,70,67,60,59,30"
Spider-Man, Nintendo 64,"Da Gameboyz,Antagonist -- Ant.com,Hot Games,IGN,Nintendojo,GameSpot,Games Radar,GamePro,Happy Puppy,CNET Gamecenter,Daily Radar,Game Revolution","94,92,90,85,83,78,75,70,65,60,50,50"
Magic: The Gathering - Battlegrounds, Xbox,"XboxAddict,GamePro,Gamezilla!,GameSpy,Next Level Gaming,Official Xbox Magazine,TeamXbox,Game Chronicles,GMR Magazine,Yahoo!,IGN,Armchair Empire,Worth Playing,Computer Games Magazine,GameSpot,Gamer's Pulse,Game Revolution,Weekly Famitsu,Game Informer,G4 TV,netjak,Gaming Age,Electronic Gaming Monthly,Xbox Nation Magazine,Gamestyle","100,90,85,85,85,83,82,82,80,80,79,79,75,75,72,70,67,65,65,60,59,58,42,40,40"
LEGO DC Super-Villains, Xbox One,"Worth Playing,IGN Spain,Official Xbox Magazine UK,Generación Xbox,TheXboxHub,COGconnected,4Players.de,IGN,ZTGD,MondoXbox,Xbox Tavern,Cubed3,Xbox Achievements,Jeuxvideo.com,GameSpew,Metro GameCentral,XboxAddict,Game Rant","85,81,80,80,80,80,79,78,75,75,73,70,70,70,60,60,54,50"
Wayward Sky, PlayStation 4,"GameCritics,PlaySense,PSNStores,Everyeye.it,IGN Italia,PlayStation Universe,Vandal,IGN,Playstation Official Magazine Australia,Playstation Official Magazine UK,games(TM),Push Square,PlayStation LifeStyle,4Players.de,Game Informer,Hardcore Gamer","90,85,80,80,80,75,73,73,70,70,70,70,70,69,65,60"
Tony Hawk's Proving Ground, Xbox 360,"PGNx Media,Game Chronicles,Operation Sports,Digital Entertainment News,Official Xbox Magazine UK,GameZone,GamingTrend,Xbox World 360 Magazine UK,Armchair Empire,GamePro,Gamers' Temple,Games Master UK,GameTrailers,Pelit (Finland),Da Gameboyz,Official Xbox Magazine,Gamer's Hell,Maxi Consolas (Portugal),GameDaily,ZTGD,Game Informer,Cheat Code Central,MS Xbox World,IC-Games,Talk Xbox,TeamXbox,AtomicGamer,IGN,GamerNode,games(TM),Eurogamer,DarkStation,360 Gamer Magazine UK,VideoGamer,Boomtown,My Gamer,GamingExcellence,GameShark,Electronic Gaming Monthly,Worth Playing,NZGamer,GameSpot,Extreme Gamer,PALGN,Console Monster,Gamer 2.0,Planet Xbox 360,GameTap,Xbox World Australia,X-ONE Magazine UK,Edge Magazine,G4 TV,Thunderbolt,Video Game Talk,GameSpy,Game Positive,Game Revolution,Game Almighty,1UP","95,94,90,90,90,88,87,85,85,85,83,83,83,82,81,80,80,80,80,80,78,76,75,75,75,74,72,71,70,70,70,70,70,70,70,70,70,67,65,65,65,65,65,65,63,63,61,60,60,60,60,60,60,60,60,59,58,58,55"
Tower 57, PC,"PLAY! Zine,LEVEL (Czech Republic),Hardcore Gamer,Vandal,PC PowerPlay,DualShockers,BaziCenter,Meristation,Hooked Gamers,Cubed3","80,80,80,72,70,70,70,70,70,60"
Cars 3: Driven to Win, PlayStation 4,"GameGrin,PlayStation Country,Vandal,Digital Chumps,Video Chums,PlayStation Universe,Meristation,3DJuegos,GamingTrend,IGN Spain,Playstation Official Magazine UK,XGN,LaPS4,PlaySense,DualShockers,SpazioGames,TheSixthAxis,God is a Geek,Push Square","100,80,80,80,80,75,75,75,75,73,70,70,70,65,65,60,60,60,60"
The Sims 3: University Life, PC,"Worth Playing,Gaming Nexus,Armchair Empire,GamingXP,Meristation,XGN,Game Revolution,Critical Hit,Eurogamer Spain,Destructoid,GamesRadar+","90,88,85,84,80,80,80,75,70,50,50"
Trash Panic, PlayStation 3,"1UP,Play Magazine,Games Master UK,Pelit (Finland),Playstation Official Magazine UK,Play UK,WonderwallWeb,PSM3 Magazine UK,Gamer 2.0,GameSpot,GamePro,Vandal,XGN,Eurogamer,Gamer.nl,IGN,GameZone,Eurogamer Italy,Playstation Official Magazine Australia,TheSixthAxis,Gamer Limit,Thunderbolt,Eurogamer Portugal,Edge Magazine,Gameplayer Sweden,The A.V. Club,PS3bloggen.se","100,85,85,82,80,79,78,76,76,75,75,75,73,70,70,70,70,70,70,70,70,60,60,60,60,50,40"
Return to PoPoLoCrois: A Story of Seasons Fairytale, 3DS,"Gamers\' Temple,Nintendojo,Nintendo Life,Gaming Nexus,Hardcore Gamer,We Got This Covered,GameGrin,CGMagazine,Nintendo Force Magazine,Worth Playing,NintendoWorldReport,Nintendo Enthusiast,RPG Fan,COGconnected,RPG Site,FNintendo,Brash Games,God is a Geek,Attack of the Fanboy,Destructoid,3DJuegos,ZTGD,Polygon,GameCritics,DarkZero,Digitally Downloaded,RPGamer,Cubed3","93,91,90,85,80,80,75,75,75,75,75,75,75,74,70,70,70,70,70,70,70,65,65,60,60,60,60,60"
GripShift, Xbox 360,"GameShark,1UP,Eurogamer,GameZone,Xbox World 360 Magazine UK,PTGamers,DailyGame,Gaming Age,NZGamer,Talk Xbox,TeamXbox,IGN,GamesRadar+,Extreme Gamer,Xboxic,Thunderbolt,Official Xbox Magazine UK,GotNext,X-ONE Magazine UK,Worth Playing,Gamers' Temple,Planet Xbox 360,Console Monster,My Gamer,Official Xbox Magazine","91,90,80,80,80,80,78,75,75,71,70,70,70,70,70,70,70,70,70,70,67,65,65,60,55"
Tales of Zestiria, PlayStation 4,"Vandal,God is a Geek,Hobby Consolas,Games Master UK,4Players.de,GameOver.gr,Multiplayer.it,Atomix,Digital Chumps,Meristation,games(TM),Merlin'in Kazanı (Turkey),Everyeye.it,RPG Fan,Eurogamer Italy,PlayStation Universe,EGM,DarkZero,Slant Magazine,XGN,PlayStation LifeStyle,TheSixthAxis,3DJuegos,Push Square,Digitally Downloaded,IGN Italia,IGN,GameCritics,ZTGD,PlaySense,Destructoid,IGN Spain,GameTrailers,Playstation Official Magazine UK,DarkStation,Attack of the Fanboy,The Digital Fix,NZGamer,RPGamer,JeuxActu,Worth Playing,CGMagazine,Brash Games,USgamer,LevelUp,LaPS4,Impulsegamer,Gaming Age,Gamer.nl,Game Informer,Pelit (Finland),Twinfinite,Dealspwn,Hardcore Gamer,GameSpot,Game Revolution,Gamer.no,Metro GameCentral,Telegraph","90,90,88,86,85,85,83,82,82,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,78,75,75,75,75,75,74,70,70,70,70,70,70,70,70,70,70,70,68,68,68,67,65,65,63,60,60,60,60,50,50,50,40"
The Journey Down: Chapter One, PC,"Ragequit.gr,PC Master (Greece),4Players.de,Destructoid,Adventure Gamers,Gamereactor Sweden,Pelit (Finland),Multiplayer.it,CD-Action,RPG Fan,GameWatcher,Gamer.nl,The Escapist,Eurogamer Sweden,Gamer.no,LEVEL (Czech Republic),Absolute Games,Gameblog.fr,Eurogamer,PC Gamer UK","87,84,83,80,80,80,79,79,75,75,75,75,70,70,70,70,68,60,60,57"
Naruto: Clash of Ninja Revolution 2, Wii,"IGN,GameZone,Nintendo Power,NintendoWorldReport,3DJuegos,Multiplayer.it,InsideGamer.nl,GameSpot,Nintendojo,Worth Playing,Meristation,My Gamer,GamesRadar+,Cheat Code Central,GamingExcellence,Everyeye.it,Gamer.nl,Zentendo,Game Chronicles,1UP","82,81,80,80,79,78,77,75,75,75,75,70,70,68,67,65,60,60,60,50"
Zarvot, Switch,"NintendoWorldReport,Video Chums,God is a Geek,Nintenderos,Switch Player,IGN Spain,TheSixthAxis,Nintendo Life,GameCritics,GameSpew","85,80,80,75,70,70,70,70,60,50"
Shenmue I & II, Xbox One,"Xbox Tavern,TheXboxHub,Jeuxvideo.com,Official Xbox Magazine UK,XboxAddict,XGN,AusGamers,SomosXbox,Generación Xbox,Cubed3","93,90,75,70,70,70,70,65,62,60"
Gurumin 3D: A Monstrous Adventure, 3DS,"CD-Action,RPG Site,GamingTrend,Nintendo Life,Hardcore Gamer,IGN Spain,NintendoWorldReport,FNintendo,Cubed3,Pocket Gamer UK","80,80,80,80,80,75,70,60,60,60"
Hitman GO: Definitive Edition, PC,"Digital Chumps,Vandal,Impulsegamer,Softpedia,GameWatcher,PC Gamer,The Games Machine,GameSpot,PC Invasion","84,82,80,80,80,72,65,60,60"
Pro Evolution Soccer 2010, PSP,"WonderwallWeb,Playstation Official Magazine UK,InsideGamer.nl,3DJuegos,Meristation,Everyeye.it,AceGamez,Vandal,PSFocus","90,80,73,71,70,70,70,65,65"
Cars 2: The Video Game, Xbox 360,"XboxAddict,GamingExcellence,Game Chronicles,GamingXP,Guardian,GamePro,IGN,GameWatcher,Game Informer,Impulsegamer,Everyeye.it,Worth Playing,GameSpot,Official Xbox Magazine,Xbox Achievements,Gamer.no,DarkZero,MondoXbox,Official Xbox Magazine UK,X-ONE Magazine UK,Console Monster,Telegraph,Gamereactor Sweden,D+PAD Magazine,Metro GameCentral,XGN,Eurogamer,VideoGamer,GameOver.gr,SpazioGames,Cheat Code Central,Xbox World 360 Magazine UK,Games.cz,Gamekult,Thunderbolt","87,86,83,81,80,80,80,78,78,75,75,75,75,75,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,62,60,50,40"
Shattered Horizon, PC,"Gamers.at,GameWatcher,GamesNation,GamerNode,GamingXP,FiringSquad,GameShark,GamingExcellence,Pelit (Finland),Total PC Gaming,Eurogamer Italy,ZTGD,PC Format,GameSpot,SpazioGames,Impulsegamer,Multiplayer.it,Thunderbolt,AceGamez,Everyeye.it,DarkZero,GameStar,PC Zone UK,PC Games (Russia),PC Gamer,Boomtown,PC PowerPlay,Eurogamer,Gameplayer Sweden,Absolute Games","89,86,86,85,85,85,83,83,80,80,80,80,79,75,75,75,73,70,70,70,70,67,66,65,62,60,60,60,50,40"
Layers of Fear 2, Switch,"Shindig,Pure Nintendo,Vgames,Impulsegamer,But Why Tho?,COGconnected,Merlin'in Kazanı (Turkey),Universo Nintendo,PLAY! Zine,Gamer Escape,LevelUp,Noisy Pixel,Nintenderos,Finger Guns,Nintendo Life","90,85,85,80,80,78,70,70,70,70,70,65,61,60,50"
The Blackout Club, PlayStation 4,"COGconnected,PlayStation LifeStyle,DarkStation,Impulsegamer,Multiplayer.it,Softpedia,BaziCenter,Digital Chumps,Gaming Nexus,Playstation Official Magazine UK,Screen Rant,TheSixthAxis,DualShockers,PlayStation Universe","88,85,80,78,75,75,75,73,70,70,70,70,60,45"
Aarklash: Legacy, PC,"PC PowerPlay,Gamer.no,Hooked Gamers,Multiplayer.it,CD-Action,Everyeye.it,IGN Italia,Games.cz,Eurogamer,Vandal,Gameblog.fr,GameWatcher,Riot Pixels","80,80,80,78,75,75,75,70,70,70,70,60,60"
Dragon Ball Z: Budokai Tenkaichi 2, Wii,"GamePro,AceGamez,Digital Entertainment News,Thunderbolt,GameBrink,Official Nintendo Magazine UK,GamingExcellence,IGN,Game Almighty,GameZone,Nintendo Gamer,1UP,GameTrailers,DarkStation,AtomicGamer,Cubed3,PGNx Media,Games Master UK,Nintendo Power,Kombo,Worth Playing,GamesRadar+,Cheat Code Central,Console Gameworld,NintendoWorldReport,Electronic Gaming Monthly,GameSpot,Gaming Target,Game Chronicles,GameSpy,GameDaily,Game Informer,Gaming Nexus,Armchair Empire,Gaming Age,GamerNode,games(TM)","90,90,90,90,84,84,84,83,83,82,81,80,80,80,80,80,78,77,75,75,73,70,70,70,70,68,65,65,63,60,60,60,60,60,58,54,30"
Mount & Blade, PC,"GamePro,GameShark,Computer Games Online RO,Pelit (Finland),GameFocus,Vandal,AceGamez,DarkZero,IGN,Play (Poland),NZGamer,GamingExcellence,CPUGamer,Worth Playing,Gamer Limit,Boomtown,RPG Fan,Cheat Code Central,Total PC Gaming,LEVEL (Czech Republic),PC Gamer UK,PC Zone UK,Gamers.at,GameSpot,PC Games,PC Format,Eurogamer,GamingXP","100,91,90,88,86,85,80,80,80,80,79,77,75,75,75,70,70,70,70,70,69,62,62,60,59,54,50,45"
Cognition: An Erica Reed Thriller Episode 1 - The Hangman, PC,"Pelit (Finland),AtomicGamer,RPG Fan,Meristation,Destructoid,Everyeye.it,Multiplayer.it,CD-Action,4Players.de,The Digital Fix,Eurogamer Italy,DarkStation,Adventure Gamers,Digital Chumps,GameWatcher,Impulsegamer,Thunderbolt,Gameblog.fr,GameCritics","89,80,80,78,75,75,75,75,75,70,70,70,70,68,65,65,60,60,45"
Team Sonic Racing, PlayStation 4,"CGMagazine,Shacknews,Game Over Online,Gamers' Temple,IGN Japan,IGN,PlayStation Universe,The Games Machine,GameCrate,GameGrin,Softpedia,Worth Playing,The Digital Fix,Hardcore Gamer,The Sydney Morning Herald,3DJuegos,Press Start Australia,XGN,JeuxActu,Twinfinite,USgamer,DualShockers,Gamers Heroes,Gaming Nexus,PlaySense,ZTGD,SpazioGames,IGN Italia,Video Chums,Cheat Code Central,IGN Spain,GamePro Germany,Everyeye.it,4Players.de,Merlin'in Kazanı (Turkey),Hobby Consolas,Gamersky,Gamer.nl,PlayStation LifeStyle,God is a Geek,Vandal,Game Informer,Wccftech,Critical Hit,Playstation Official Magazine UK,Digitally Downloaded,GameOver.gr,VideoGamer,PlayStation Country,Jeuxvideo.com,Multiplayer.it,InsideGamer.nl,GamingTrend,Attack of the Fanboy,GameSpot,Destructoid,Gameblog.fr,Push Square,TrueGaming,BaziCenter,Stevivor,Edge Magazine,DarkStation,New Game Network,M3,Guardian,Metro GameCentral,Trusted Reviews,Digital Chumps,Eurogamer Italy,TheSixthAxis,VGC,Daily Star,GameCritics,Game Rant,GamesRadar+","95,90,88,85,85,85,85,84,83,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,79,78,78,78,78,78,77,77,77,76,75,75,75,75,73,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,65,65,65,60,60,60,60,60,60,60,60,60,60,60,60,55,50,50"
Cris Tales, Switch,"Gaming Nexus,Noisy Pixel,God is a Geek,RPG Fan,Gamers' Temple,Hey Poor Player,Switch Player,Comicbook.com,Pocket Tactics,Nintendo Life,Digitally Downloaded,Jeuxvideo.com,Starbit,Gamepressure,Siliconera,Gamers Heroes,IGN,Nintendo Force Magazine,SECTOR.sk,Vooks,RPGamer,IGN France,Slant Magazine,WellPlayed,TouchArcade,CGMagazine,Player 2","90,90,85,85,80,80,80,80,80,80,80,75,70,70,70,70,70,65,65,60,60,60,60,60,60,60,58"
The Silver Case 2425, Switch,"The Games Machine,Digitally Downloaded,Everyeye.it,Eurogamer Italy,Hey Poor Player,Vandal,IGN Italia,NintendoWorldReport,Multiplayer.it,The Mako Reactor,SpazioGames,GameSpew,TouchArcade,Nintendo Life","90,90,85,80,80,80,79,75,72,70,70,60,60,30"
Backbone, PC,"Screen Rant,God is a Geek,COGconnected,GameCritics,Softpedia,Adventure Gamers,Gfinity,Attack of the Fanboy,The Indie Game Website,Hardcore Gamer,RPG Fan,CD-Action,PC Invasion,Noisy Pixel,KeenGamer,Edge Magazine,Eurogamer Italy,Critical Hit,Checkpoint Gaming,GAMINGbible,Destructoid,4Players.de,Ragequit.gr,Worth Playing,GamingTrend,Guardian,GameMAG,Hey Poor Player,Shacknews,New Game Network,GameSpew","100,90,90,85,85,80,80,80,80,80,78,75,75,75,73,70,70,70,70,70,70,65,65,65,65,60,60,60,60,60,60"
Red Faction: Guerrilla Re-Mars-tered, Switch,,
MXGP Pro, Xbox One,"TheXboxHub,TrueAchievements,Jeuxvideo.com,MondoXbox,XboxAddict,GameSpew,Xbox Tavern,Gamers' Temple","90,80,75,75,70,70,68,50"
88 Heroes, PlayStation 4,"God is a Geek,Critical Hit,Areajugones,Vandal,Video Chums,PlayStation Country,IGN Spain,CGMagazine","80,80,75,75,73,70,70,55"
Mass Effect: Andromeda, PC,"Areajugones,MMORPG.com,Softpedia,GameStar,PC PowerPlay,Game Debate,GameGrin,Hooked Gamers,Multiplayer.it,PCGamesN,PC Gamer,Attack of the Fanboy,New Game Network,PC Games,Game World Navigator Magazine,Wccftech,LevelUp,The Games Machine,GameCrate,Ragequit.gr,Edge Magazine,PLAY! Zine,Games.cz,Gamer.nl,Game Over Online,Merlin'in Kazanı (Turkey),The Overpowered Noobs,Let's Play Video Games,The Escapist,NZGamer,Gameplanet,LEVEL (Czech Republic),Shacknews,Riot Pixels,GamesBeat,PCWorld,GameCritics","90,87,85,85,80,80,80,80,80,80,80,80,78,78,77,75,75,75,74,72,70,70,70,70,70,70,70,70,70,70,70,60,60,55,55,50,35"
The Wardrobe, PC,"Adventure Gamers,The Games Machine,PLAY! Zine,Multiplayer.it,The Overpowered Noobs,SpazioGames,Everyeye.it,GameGrin","80,80,75,75,70,70,68,60"
Penarium, Xbox One,"Impulsegamer,Pure Xbox,MondoXbox,XGN,ZTGD,Official Xbox Magazine UK,Digitally Downloaded","84,80,74,70,70,70,60"
Renowned Explorers: International Society, PC,"Quarter to Three,God is a Geek,Power Unlimited,GameWatcher,PLAY! Zine,Games.cz,XGN,Shacknews,Ragequit.gr,Meristation,SpazioGames,Twinfinite,4Players.de,Gamer.nl,Eurogamer Poland,Everyeye.it,Destructoid,LEVEL (Czech Republic),Riot Pixels","100,90,85,85,80,80,80,80,79,70,70,70,70,70,70,65,60,60,55"
Oddworld: Munch's Oddysee HD, PlayStation Vita,"CalmDownTom,Gamestyle,Pocket Gamer UK,Gaming Age,Vandal,The Vita Lounge,Everyeye.it,Push Square","80,80,80,75,70,68,65,60"
Lara Croft and the Temple of Osiris, Xbox One,"GamingTrend,DarkStation,ZTGD,Gaming Age,COGconnected,MondoXbox,IGN,Arcade Sushi,We Got This Covered,Digital Chumps,Joystiq,GamesRadar+,God is a Geek,Game Informer,Polygon,Xbox Achievements,EGM,VideoGamer,GameSpot,Post Arcade (National Post),Eurogamer,Metro GameCentral,USgamer,Hardcore Gamer,ActionTrip,Official Xbox Magazine UK,Eurogamer Poland,TheSixthAxis,Digital Spy,X-ONE Magazine UK,games(TM)","90,90,85,83,82,82,81,80,80,80,80,80,80,78,75,75,75,70,70,70,70,70,70,70,65,60,60,60,60,50,50"
Just Dance 2015, PlayStation 4,"Vandal,TheSixthAxis,LaPS4,PlayStation LifeStyle,Push Square,Gamer.nl,JeuxActu,PlayStation Universe","80,80,78,75,70,65,65,65"
Borderlands: Claptrap's New Robot Revolution, Xbox 360,"Gaming Nexus,Gamers' Temple,ZTGD,IGN,Digital Chumps,Giant Bomb,Game Informer,Game Revolution,3DJuegos,Eurogamer Italy,GameSpot,Extreme Gamer,Multiplayer.it,Thunderbolt,Eurogamer,GamerNode,GameShark,Destructoid","100,87,86,85,80,80,80,75,71,70,70,68,65,60,60,60,50,30"
Forgotten Realms: Demon Stone, Xbox,"Official Xbox Magazine,eToychest,Xbox World Australia,Game Power Australia,Warcry,Just RPG,GameSpot,TeamXbox,Play Magazine,Xequted,IGN,Worth Playing,Game Over Online,1UP,Electronic Gaming Monthly,Edge Magazine,TotalGames.net","84,82,82,80,80,78,76,76,75,74,73,71,70,65,62,60,38"
Purrfect Date, PC,"GameGrin,Digitally Downloaded,Multiplayer.it,GameSpew,Gamer.nl,Games Master UK,VideoGamer,GameSpace,CD-Action,games(TM)","85,80,80,80,75,72,70,70,65,60"
MotoGP 13, Xbox 360,"GameOver.gr,X-ONE Magazine UK,MondoXbox,Eurogamer Germany,Everyeye.it,Eurogamer,Games Master UK,XGN,3DJuegos,Multiplayer.it,InsideGamer.nl,Eurogamer Italy,SpazioGames,Meristation,Critical Hit,IGN Italia,LEVEL (Czech Republic),The Digital Fix,Official Xbox Magazine UK","85,80,80,80,80,80,75,75,75,73,70,70,70,70,65,65,60,60,60"
Steep, PC,"Quarter to Three,Game Debate,Game Revolution,IGN,Ragequit.gr,PC Games,GameCrate,JeuxActu,Riot Pixels,Game World Navigator Magazine,GameStar,Eurogamer Poland,Hardcore Gamer,PC Gamer,LEVEL (Czech Republic),GRYOnline.pl","100,80,80,79,78,78,75,75,73,70,70,70,70,65,60,40"
Kingdoms of Amalur: Re-Reckoning, Switch,"God is a Geek,Starbit,TouchArcade,Hobby Consolas,Multiplayer.it,SpazioGames,Jeuxvideo.com,NintendoWorldReport,Shindig,Screen Rant,Vooks,Switch Player,Nintendo Life,Noisy Pixel,Pocket Tactics","85,80,80,80,80,80,75,75,70,70,70,60,60,60,60"
Mothergunship, PC,"Hooked Gamers,Games Master UK,Worth Playing,DarkZero,GameStar,Hardcore Gamer,We Got This Covered,GameSpot,The Games Machine,BaziCenter,Destructoid,CD-Action,The Overpowered Noobs,Multiplayer.it,Vandal,GameCrate,GameOver.gr,LEVEL (Czech Republic),New Game Network,PlayGround.ru,Cubed3,Wccftech","85,80,80,80,80,80,80,80,77,75,75,70,70,70,70,68,65,60,60,60,60,50"
Burly Men At Sea, Switch,"GamingTrend,Nintendo Insider,Switch Player,GameCritics,Nintendo Life,Nintenderos,NintendoWorldReport,Cubed3","95,90,80,70,70,65,60,60"
Semispheres, Switch,"DarkStation,Cubed3,NintendoWorldReport,Switch Player,Nintendo Life,Gameblog.fr,FNintendo","80,80,75,70,70,70,60"
Senko no Ronde 2, PlayStation 4,"Digitally Downloaded,Forbes,GameCritics,Gameblog.fr,ZTGD,Video Chums,4Players.de","90,80,70,70,70,70,65"
Assassin's Creed Rogue, PlayStation 3,"Digitally Downloaded,Gaming Age,Softpedia,Merlin'in Kazanı (Turkey),Critical Hit,Game Informer,Cheat Code Central,LEVEL (Czech Republic),Playstation Official Magazine Australia,Gamer.nl,God is a Geek,LaPS4,PlaySense,Power Unlimited,Pelit (Finland),GameOver.gr,PlayStation Universe,JeuxActu,IGN Italia,Game World Navigator Magazine,Play UK,InsideGamer.nl,Games Master UK,Worth Playing,NZGamer,Eurogamer Poland,Playstation Official Magazine UK,Eurogamer Portugal,The Digital Fix,Games.cz,Digital Trends,GamesBeat,SpazioGames,Gameplanet,Game Revolution,Hardcore Gamer,Push Square,Slant Magazine,VideoGamer,Everyeye.it,Meristation,Gamers' Temple,Impulsegamer,IGN,CD-Action,GameFront,XGN,PlayStation LifeStyle,4Players.de,Edge Magazine,games(TM),Gameblog.fr,GamesRadar+","100,91,90,87,85,83,82,80,80,80,80,80,80,80,77,75,75,75,75,74,74,73,72,72,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,68,68,68,65,65,65,65,63,60,60,60,50"
LocoRoco Cocoreccho!, PlayStation 3,"Eurogamer,Boomtown,Hardcore Gamer,VideoGamer,Play UK,MEGamers,Playstation Official Magazine UK,GameSpot,IGN,PSM3 Magazine UK","90,90,90,80,80,78,70,65,60,56"
Lemony Snicket's A Series of Unfortunate Events, Game Boy Advance,"Game Chronicles,GamingTrend,GameZone,PGNx Media,Warcry,Nintendojo,Nintendo Power,Worth Playing","89,84,80,80,75,70,66,40"
Tales of Legendia, PlayStation 2,"Gamezilla!,Play Magazine,Digital Entertainment News,Console Gameworld,eToychest,GameZone,The A.V. Club,Cheat Code Central,Just RPG,GameSpot,Official U.S. Playstation Magazine,DarkStation,Worth Playing,IGN,PSM Magazine,1UP,Deeko,GameShark,GameCritics,My Gamer,Gaming Target,Game Informer,Next Level Gaming,Gamer 2.0,GamePro,GameSpy,Yahoo!,GamerNode,Armchair Empire,Game Chronicles,The New York Times,GamerFeed,Electronic Gaming Monthly,G4 TV,Game Revolution,Edge Magazine,Gaming Age","91,90,89,86,85,83,83,82,81,80,80,80,79,77,75,75,75,75,75,74,74,73,73,71,70,70,70,70,69,65,60,60,60,60,50,50,33"
